369517901734096896	positive	Piraten bei puls4 ! gleich geht los :-) http://t.co/EGeZ2oiZrQ	Pirat bei puls4 ! gleich gehen los :-) http://t.co/EGeZ2oiZrQ	NN APPR CARD $. ADJD VVFIN ADJD $( NN	0/-- 1/MNR 2/NK 3/-- 6/MO 4/-- 6/MO 7/-- 7/PAR	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=masc|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=pl|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True EmoExpression::markable_3::Intensity=medium|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::EmoExpression=True|EmoExpression::markable_3::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Sarcasm=false|EmoExpression::markable_3::Uncertain=false _
380725738938580992	positive	@Literalschaden oh ja , wir wollen dass das Verfahren schneller geht , ohne Ghettoisierung und das sie arbeiten dürfen . Wir Bösen !! #afd +	@Literalschaden oh ja , wir wollen dass die Verfahren schnell gehen , ohne Ghettoisierung und die sie arbeiten dürfen . wir böse !! #afd +	NN ITJ PTKANT $, PPER VMFIN KOUS ART NN ADJD VVFIN $, KOUI NN KON ART PPER VVINF VMINF $. PPER ADJA ADJA NN KON	0/-- 6/DM 6/DM 3/-- 6/SB 1/-- 11/CP 9/NK 11/SB 11/MO 6/OC 11/-- 19/CP 19/SB 14/CD 18/OA 18/OA 15/CJ 11/MO 19/-- 22/SB 20/-- 22/MO 23/-- 24/MO	_ Sentiment::markable_272::Polarity=positive|Sentiment::markable_272::Sentiment=True|Sentiment::markable_272::Sarcasm=false|Sentiment::markable_272::Intensity=medium Sentiment::markable_272::Sentiment=True Sentiment::markable_272::Sentiment=True case=nom|pers=1|Source::markable_273::Source=True|num=pl|Source::markable_273::Anaphref=empty|*=True|Sentiment::markable_272::Sentiment=True mood=ind|EmoExpression::markable_274::Sarcasm=false|pers=1|EmoExpression::markable_274::Uncertain=false|num=pl|tense=pres|EmoExpression::markable_274::SubjectiveFact=false|EmoExpression::markable_274::Intensity=medium|EmoExpression::markable_274::Polarity=positive|EmoExpression::markable_274::EmoExpression=True|Sentiment::markable_272::Sentiment=True Sentiment::markable_272::Sentiment=True case=nom|Target::markable_275::Anaphref=empty|num=sg|gender=neut|Target::markable_275::Target=True|Sentiment::markable_272::Sentiment=True|Target::markable_275::Preferred=true case=nom|gender=neut|num=sg|Target::markable_275::Target=True|Sentiment::markable_272::Sentiment=True comp=True|Target::markable_275::Target=True|Sentiment::markable_272::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_275::Target=True|Sentiment::markable_272::Sentiment=True Sentiment::markable_272::Sentiment=True Target::markable_275::Target=True|Sentiment::markable_272::Sentiment=True case=acc|EmoExpression::markable_10409150::Intensity=medium|EmoExpression::markable_10409150::SubjectiveFact=true|gender=fem|Target::markable_275::Target=True|num=sg|EmoExpression::markable_10409150::Polarity=negative|EmoExpression::markable_10409150::Uncertain=false|EmoExpression::markable_10409150::Sarcasm=false|EmoExpression::markable_10409150::EmoExpression=True|Sentiment::markable_272::Sentiment=True Sentiment::markable_272::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_272::Sentiment=True case=nom|Target::markable_276::Preferred=true|*=True|Target::markable_276::Anaphref=empty|pers=3|num=pl|Target::markable_276::Target=True|Sentiment::markable_272::Sentiment=True Sentiment::markable_272::Sentiment=True|Target::markable_276::Target=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_272::Sentiment=True|Target::markable_276::Target=True _ case=nom|*=True|num=pl|pers=1 EmoExpression::markable_271::Intensity=medium|EmoExpression::markable_271::Uncertain=false|EmoExpression::markable_271::Sarcasm=false|mood=ind|EmoExpression::markable_271::EmoExpression=True|pers=1|num=pl|tense=pres|EmoExpression::markable_271::SubjectiveFact=false|EmoExpression::markable_271::Polarity=negative *=True|pos=True _ _
375228423125622785	positive	RT @vincentkiefer : Bei " Die Linke " fleißig Unterschriften gesammelt für die @_verdi - Petition zum gesetzlichen Mindestlohn http://t.co/V2Bx …	RT @vincentkiefer : bei " die Linke " fleißig Unterschrift sammeln für die @_verdi - Petition zu gesetzlich Mindestlohn http://t.co/V2Bx …	NE ADJD $. APPR $( ART NN $( ADJD NN VVPP APPR ART NN $( NN APPRART ADJA NN NN ADJD	0/-- 1/PD 2/-- 11/MO 4/-- 7/NK 4/NK 7/-- 11/MO 11/OA 3/-- 11/MO 14/NK 12/NK 16/-- 14/-- 16/MNR 19/NK 17/NK 19/NK 16/PD	case=nom|*=True|num=sg comp=True _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ EmoExpression::markable_277::EmoExpression=True|EmoExpression::markable_277::Sarcasm=false|EmoExpression::markable_277::Uncertain=false|EmoExpression::markable_277::Intensity=medium|EmoExpression::markable_277::Polarity=positive|pos=True|EmoExpression::markable_277::SubjectiveFact=false case=acc|gender=fem|num=pl _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg case=nom|gender=fem|num=sg pos=True
381713025738096641	negative	Wahlen 2013 , heute Deutschland " Situation ernst , aber nicht hoffnungslos " in 7 Tagen Österreich " hoffnungslos , aber nicht ernst " #btw13	Wahl @card@ , heute Deutschland " Situation ernst , aber nicht hoffnungslos " in 7 Tag Österreich " hoffnungslos , aber nicht ernst " #btw13	NN CARD $, ADV NE $( NN PTKVZ $, ADV PTKNEG ADJD $( APPR CARD NN NE $( ADJD $, ADV PTKNEG ADJD $( CARD	0/-- 1/NK 2/-- 7/MO 7/NK 5/-- 1/CJ 7/UC 8/-- 12/MO 12/NG 7/PAR 12/-- 19/MO 16/NK 14/NK 16/NK 17/-- 1/PAR 19/-- 23/MO 23/NG 19/CJ 23/-- 21/CJ	case=nom|gender=fem|num=pl _ _ _ case=nom|gender=neut|num=sg _ case=nom|Sentiment::markable_278::Sentiment=True|gender=fem|Sentiment::markable_278::Polarity=negative|num=sg|Sentiment::markable_278::Sarcasm=false|Target::markable_279::Target=True|Target::markable_279::Preferred=true|Target::markable_279::Anaphref=empty|Sentiment::markable_278::Intensity=weak Sentiment::markable_278::Sentiment=True|EmoExpression::markable_280::SubjectiveFact=false|pos=True|EmoExpression::markable_280::Polarity=negative|EmoExpression::markable_280::Intensity=medium|EmoExpression::markable_280::Uncertain=false|EmoExpression::markable_280::Sarcasm=false|EmoExpression::markable_280::EmoExpression=True Sentiment::markable_278::Sentiment=True Sentiment::markable_278::Sentiment=True Negation::markable_282::Negation=True|Sentiment::markable_278::Sentiment=True|Negation::markable_282::EmoExpressionRef=emo-expression:markable_281 Sentiment::markable_278::Sentiment=True|EmoExpression::markable_281::EmoExpression=True|EmoExpression::markable_281::Sarcasm=false|pos=True|EmoExpression::markable_281::Polarity=negative|EmoExpression::markable_281::SubjectiveFact=false|EmoExpression::markable_281::Intensity=medium|EmoExpression::markable_281::Uncertain=false _ _ _ case=dat|gender=masc|num=pl case=nom|gender=neut|num=sg _ EmoExpression::markable_283::Polarity=negative|EmoExpression::markable_283::EmoExpression=True|EmoExpression::markable_283::SubjectiveFact=false|EmoExpression::markable_283::Sarcasm=false|EmoExpression::markable_283::Uncertain=false|pos=True|EmoExpression::markable_283::Intensity=medium _ _ Negation::markable_285::Negation=True|Negation::markable_285::EmoExpressionRef=emo-expression:markable_284 EmoExpression::markable_284::EmoExpression=True|EmoExpression::markable_284::Intensity=medium|EmoExpression::markable_284::Uncertain=false|EmoExpression::markable_284::Sarcasm=false|EmoExpression::markable_284::SubjectiveFact=false|EmoExpression::markable_284::Polarity=positive|pos=True _ _
346499921832194051	neutral	RT @SchwarzGelbLog : Die Vorstandsmitglieder kennen es noch nicht , sollen aber am Sonntag beschließen : Das CDU - Wahlpogramm . Wir haben es : ht…	RT @SchwarzGelbLog : die Vorstandsmitglied kennen es noch nicht , sollen aber an Sonntag beschließen : die CDU - Wahlpogramm . wir haben es : ht…	NE NN $. ART NN VVFIN PPER ADV PTKNEG $, VMFIN ADV APPRART NN VVINF $. ART NE $( NN $. PPER VAFIN PPER $. NN	2/SB 0/-- 2/-- 5/NK 6/OA 3/-- 6/OA 9/MO 6/NG 9/-- 6/CJ 11/MO 15/MO 13/NK 11/OC 15/-- 18/NK 11/CJ 18/-- 18/APP 20/-- 23/SB 21/-- 23/OA 24/-- 23/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 _ _ _ pers=3|num=pl|tense=pres|mood=ind _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=acc|gender=neut|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=sg _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg|pers=3 _ _
377175517700829185	neutral	MiniKrimis im WahlKampf ! Ein Beitrag der IsarChillies München ! http://t.co/xwj4HovgbB	MiniKrimis in Wahlkampf ! eine Beitrag die IsarChillies München ! http://t.co/xwj4HovgbB	NN APPRART NN $. ART NN ART NN NE $. NN	0/-- 1/MNR 2/NK 3/-- 6/NK 4/-- 8/NK 6/AG 8/NK 9/-- 10/--	case=nom|gender=masc|num=pl case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg
381785459242070016	neutral	RT @RegSprecher : Kanzlerin #Merkel bei der Stimmabgabe ( Foto ) ( BPA ) . http://t.co/WlxZRMjhM9	RT @RegSprecher : Kanzlerin #Merkel bei die Stimmabgabe ( Foto ) ( BPA ) . http://t.co/WlxZRMjhM9	NE NN $. NN NN APPR ART NN $( NN $( $( NE $( $. CARD	2/SB 0/-- 2/-- 3/-- 4/NK 4/MNR 8/NK 6/NK 8/-- 4/PAR 10/-- 11/-- 4/APP 13/-- 14/-- 4/PD	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=neut|num=sg _ _ case=nom|*=True|num=sg _ _ _
368757385764290560	negative	RT @Enigma424 : Die #AfD fordert die katholische Kirche dazu auf , vor den #Piraten zu warnen . Geht ' ' s noch dümmer ? http://t.co/3fEvLgYnKx / vi…	RT @Enigma424 : die #AfD fordern die katholisch Kirche dazu auf , vor die #Piraten zu warnen . gehen ' ' s noch dumm ? http://t.co/3fEvLgYnKx / vi…	NE NN $. ART NN VVFIN ART ADJA NN PAV PTKVZ $, APPR ART NN PTKZU VVINF $. VVFIN $( $( NN ADV ADJD $. NN $( ADJA	2/SB 0/-- 2/-- 5/NK 6/SB 3/-- 9/NK 9/NK 6/OA 9/NK 6/SVP 11/-- 17/OP 15/NK 13/NK 17/PM 6/OC 17/-- 22/MO 19/-- 20/-- 18/-- 22/MO 22/PD 24/-- 25/-- 26/-- 26/MO	case=nom|*=True|num=sg case=nom|Sentiment::markable_286::Sentiment=True|*=True|Sentiment::markable_286::Polarity=negative|Source::markable_286::Anaphref=empty|num=sg|Sentiment::markable_286::Sarcasm=false|Sentiment::markable_286::Intensity=medium|Source::markable_286::Source=True Sentiment::markable_286::Sentiment=True case=nom|Sentiment::markable_286::Sentiment=True|Target::markable_286::Preferred=true|Target::markable_286::Anaphref=empty|Source::markable_290::Anaphref=empty|gender=fem|Source::markable_290::Source=True|Sentiment::markable_290::Sentiment=True|Sentiment::markable_290::Sarcasm=false|num=sg|Sentiment::markable_290::Polarity=negative|Sentiment::markable_290::Intensity=medium|Target::markable_286::Target=True case=nom|Sentiment::markable_286::Sentiment=True|num=sg|Source::markable_290::Source=True|gender=fem|Target::markable_286::Target=True|Sentiment::markable_290::Sentiment=True Sentiment::markable_286::Sentiment=True|mood=ind|EmoExpression::markable_290::SubjectiveFact=false|Target::markable_286::Target=True|EmoExpression::markable_290::Uncertain=false|Sentiment::markable_290::Sentiment=True|EmoExpression::markable_290::Polarity=positive|pers=3|num=sg|tense=pres|EmoExpression::markable_290::Intensity=medium|EmoExpression::markable_290::Sarcasm=false|EmoExpression::markable_290::EmoExpression=True case=acc|Sentiment::markable_286::Sentiment=True|num=sg|gender=fem|Target::markable_286::Target=True|Sentiment::markable_290::Sentiment=True case=acc|Sentiment::markable_286::Sentiment=True|num=sg|gender=fem|Target::markable_286::Target=True|pos=True|Sentiment::markable_290::Sentiment=True case=acc|Sentiment::markable_286::Sentiment=True|num=sg|gender=fem|Target::markable_286::Target=True|Sentiment::markable_290::Sentiment=True Target::markable_286::Target=True|Sentiment::markable_286::Sentiment=True|Sentiment::markable_290::Sentiment=True Target::markable_286::Target=True|Sentiment::markable_286::Sentiment=True|Sentiment::markable_290::Sentiment=True Target::markable_286::Target=True|Sentiment::markable_286::Sentiment=True|Sentiment::markable_290::Sentiment=True Target::markable_286::Target=True|Sentiment::markable_286::Sentiment=True|Sentiment::markable_290::Sentiment=True case=dat|Sentiment::markable_286::Sentiment=True|Target::markable_290::Anaphref=empty|Target::markable_290::Preferred=true|gender=fem|Target::markable_286::Target=True|Sentiment::markable_290::Sentiment=True|num=pl|Target::markable_290::Target=True case=dat|Sentiment::markable_286::Sentiment=True|num=pl|gender=fem|Target::markable_286::Target=True|Target::markable_290::Target=True|Sentiment::markable_290::Sentiment=True Target::markable_286::Target=True|Sentiment::markable_286::Sentiment=True|Sentiment::markable_290::Sentiment=True EmoExpression::markable_294::Intensity=medium|Sentiment::markable_286::Sentiment=True|EmoExpression::markable_294::EmoExpression=True|Target::markable_286::Target=True|EmoExpression::markable_294::SubjectiveFact=false|Sentiment::markable_290::Sentiment=True|EmoExpression::markable_294::Uncertain=false|EmoExpression::markable_294::Polarity=negative|EmoExpression::markable_294::Sarcasm=false Sentiment::markable_286::Sentiment=True pers=3|Sentiment::markable_286::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_286::Sentiment=True Sentiment::markable_286::Sentiment=True Sentiment::markable_286::Sentiment=True Sentiment::markable_286::Sentiment=True EmoExpression::markable_286::SubjectiveFact=false|EmoExpression::markable_286::Sarcasm=false|Sentiment::markable_286::Sentiment=True|EmoExpression::markable_286::Uncertain=false|EmoExpression::markable_286::Intensity=medium|EmoExpression::markable_286::Polarity=negative|EmoExpression::markable_286::EmoExpression=True Sentiment::markable_286::Sentiment=True case=nom|gender=masc|num=pl _ case=nom|gender=masc|num=pl|pos=True
382597548025733120	neutral	Der Alan Harper der deutschen Parteienlandschaft http://t.co/cdQnOxbmfj	die Alan Harper die deutsch Parteienlandschaft http://t.co/cdQnOxbmfj	ART NE NN ART ADJA NN NE	3/NK 3/PNC 0/-- 6/NK 6/NK 3/AG 6/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl|pos=True case=gen|gender=fem|num=pl case=nom|gender=neut|num=sg
370215884674973696	neutral	RT @Howahkan : Wir wollten doch #S21 in den Wahlkampf tragen ! Dann tut es und verwendet das Hashtag #btw13 in Euren Tweets ! http://t.co/REf8 …	RT @Howahkan : wir wollen doch #S21 in die Wahlkampf tragen ! dann tun es und verwenden die Hashtag #btw13 in euer Tweets ! http://t.co/REf8 …	NE NN $. PPER VMFIN ADV CARD APPR ART NN VVINF $. ADV VVFIN PPER KON VVFIN ART NN CARD APPR PPOSAT NN $. CARD ADJA	2/SB 0/-- 2/-- 5/SB 3/-- 5/MO 11/OA 11/MO 10/NK 8/NK 5/OC 11/-- 14/MO 12/-- 14/SB 14/CD 16/CJ 19/NK 17/OA 19/NK 17/MO 23/NK 21/NK 23/-- 26/MO 24/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=past|mood=ind _ _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=dat|gender=neut|num=pl case=dat|gender=neut|num=pl _ _ _
377789137991892992	neutral	RT @die_linke_bw : Eva - Maria Glathe - Braun fand von den Grünen zur Partei " Die Linke " http://t.co/v9LEsqchnc	RT @die_linke_bw : Eva - Maria Glathe - Braun finden von die Grüne zu Partei " die Linke " http://t.co/v9LEsqchnc	NE ADJD $. NE $( NE NE $( NE VVFIN APPR ART NN APPRART NN $( ART NN $( NE	0/-- 1/PD 2/-- 9/PNC 4/-- 7/PNC 9/AG 7/-- 10/SB 3/-- 10/MO 13/NK 11/NK 13/MNR 14/NK 15/-- 18/NK 10/SB 18/-- 18/NK	case=nom|*=True|num=sg pos=True _ case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=ind _ case=dat|*=True|num=pl case=dat|*=True|num=pl case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg
374123588565360640	neutral	RT @tagesschau : #wahlschau - Social TV zum Duell der Kanzlerkandidaten http://t.co/BfA9GhiUo1 #wahlschau #Bundestagswahl #btw13	RT @tagesschau : #wahlschau - <UNKNOWN> TV zu Duell die Kanzlerkandidat http://t.co/BfA9GhiUo1 #wahlschau #Bundestagswahl #btw13	NE NN $. NN $( ADJD NE APPRART NN ART NN CARD NN NN CARD	2/SB 0/-- 2/-- 3/-- 4/-- 7/PNC 4/NK 4/MNR 8/NK 11/NK 9/AG 13/NK 11/AG 13/NK 14/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg _ pos=True case=nom|*=True|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _ case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _
352336152776294400	positive	RT @ZDF : Wenn das mal keine Liebeserklärung an die Piraten war . Wenn von euch noch mal was schlechtes zu #lanz kommt… Dann !	RT @ZDF : wenn die mal keine Liebeserklärung an die Pirat sein . wenn von ihr noch mal was schlecht zu #lanz kommt… dann !	NE NE $. KOUS PDS ADV PIAT NN APPR ART NN VAFIN $. KOUS APPR PPER ADV ADV PIAT ADJA APPR NN VVFIN ADV $.	2/PNC 0/-- 2/-- 12/CP 12/SB 12/MO 8/NK 12/PD 8/MNR 11/NK 9/NK 3/-- 12/-- 23/CP 20/SBP 15/NK 20/MO 17/MO 20/MO 23/SB 20/MNR 21/NK 13/-- 23/MO 24/--	case=nom|*=True|num=sg case=nom|Sentiment::markable_300::Sentiment=True|Sentiment::markable_300::Intensity=medium|Source::markable_301::Anaphref=empty|*=True|num=sg|Source::markable_301::Source=True|Sentiment::markable_300::Polarity=positive|Sentiment::markable_300::Sarcasm=false Sentiment::markable_300::Sentiment=True Sentiment::markable_300::Sentiment=True case=nom|gender=neut|Sentiment::markable_300::Sentiment=True|num=sg Sentiment::markable_300::Sentiment=True case=acc|num=sg|gender=fem|Negation::markable_303::Negation=True|Sentiment::markable_300::Sentiment=True|Negation::markable_303::EmoExpressionRef=emo-expression:markable_295 case=acc|EmoExpression::markable_295::Uncertain=false|EmoExpression::markable_295::Polarity=positive|gender=fem|EmoExpression::markable_295::EmoExpression=True|EmoExpression::markable_295::Sarcasm=false|num=sg|EmoExpression::markable_295::SubjectiveFact=false|Sentiment::markable_300::Sentiment=True|EmoExpression::markable_295::Intensity=medium Sentiment::markable_300::Sentiment=True case=acc|num=pl|Target::markable_302::Preferred=true|Target::markable_302::Anaphref=empty|gender=neut|Sentiment::markable_300::Sentiment=True|Target::markable_302::Target=True case=acc|gender=neut|Sentiment::markable_300::Sentiment=True|num=pl|Target::markable_302::Target=True pers=3|Sentiment::markable_300::Sentiment=True|num=sg|tense=past|mood=ind _ _ _ case=dat|*=True|num=pl|pers=2 _ _ case=nom|gender=neut|num=sg case=nom|EmoExpression::markable_299::Intensity=medium|EmoExpression::markable_299::Polarity=negative|EmoExpression::markable_299::Uncertain=false|gender=neut|pos=True|EmoExpression::markable_299::SubjectiveFact=false|num=sg|EmoExpression::markable_299::Sarcasm=false|EmoExpression::markable_299::EmoExpression=True _ case=dat|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind _ _
377853507602485248	neutral	via Kimbie Humer - vogl und das haben wir heute unter anderem im Ausschuss beschlossen : http://t.co/bfWXf399Xy	via Kimbie Humer - vogl und die haben wir heute unter andere in Ausschuss beschließen : http://t.co/bfWXf399Xy	APPR NE NE $( VVIMP KON PDS VAFIN PPER ADV APPR PIS APPRART NN VVPP $. NN	15/MO 3/PNC 1/NK 3/-- 3/PAR 5/CD 15/OA 0/-- 8/SB 15/MO 13/MO 11/NK 15/MO 13/NK 8/OC 15/-- 6/CJ	_ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pos=True _ case=acc|gender=neut|num=sg pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ case=dat|gender=neut|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=nom|gender=neut|num=pl
