311924950309163010	positive	Neuer Papst sogar ein sehr netter !! :) ich freue mich auf seine Tätigkeiten	neu Papst sogar eine sehr nett !! :) ich freuen ich auf sein Tätigkeit	ADJA NN ADV ART ADV ADJA ADJA NN PPER VVFIN PRF APPR PPOSAT NN	2/NK 0/-- 6/MO 6/NK 6/MO 7/PD 2/AG 10/VO 10/SB 7/-- 10/OA 10/OP 14/NK 12/NK	case=nom|Target::markable_2::Preferred=true|gender=masc|pos=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Target::markable_2::Anaphref=empty|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium|Target::markable_2::Target=True case=nom|gender=masc|num=sg|Target::markable_2::Target=True|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True Intensifier::markable_4::EmoExpressionRef=emo-expression:markable_3|Intensifier::markable_4::Intensifier=True|Intensifier::markable_4::Degree=medium|Sentiment::markable_1::Sentiment=True case=nom|EmoExpression::markable_3::EmoExpression=True|gender=masc|EmoExpression::markable_3::SubjectiveFact=false|pos=True|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Intensity=medium|num=sg|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Uncertain=false case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_5::Intensity=medium|mood=subj|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|Sentiment::markable_1::Sentiment=True|pers=1|num=sg|tense=past|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::Polarity=positive case=nom|Sentiment::markable_6::Polarity=positive|Source::markable_7::Anaphref=empty|Sentiment::markable_6::Sentiment=True|*=True|Sentiment::markable_6::Sarcasm=false|pers=1|Sentiment::markable_6::Intensity=medium|num=sg|Source::markable_7::Source=True EmoExpression::markable_8::Polarity=positive|EmoExpression::markable_8::SubjectiveFact=false|EmoExpression::markable_8::EmoExpression=True|num=sg|tense=pres|EmoExpression::markable_10408073::Uncertain=false|EmoExpression::markable_10408073::EmoExpression=True|EmoExpression::markable_8::Intensity=medium|EmoExpression::markable_10408073::SubjectiveFact=false|mood=ind|EmoExpression::markable_10408073::Intensity=medium|EmoExpression::markable_10408073::Polarity=positive|EmoExpression::markable_8::Uncertain=false|EmoExpression::markable_10408073::Sarcasm=false|pers=1|EmoExpression::markable_8::Sarcasm=false|Sentiment::markable_6::Sentiment=True case=acc|pers=1|EmoExpression::markable_8::EmoExpression=True|num=sg|Sentiment::markable_6::Sentiment=True Sentiment::markable_6::Sentiment=True case=acc|num=pl|Target::markable_9::Target=True|Target::markable_9::Anaphref=empty|gender=fem|Sentiment::markable_6::Sentiment=True|Target::markable_9::Preferred=true case=acc|gender=fem|Sentiment::markable_6::Sentiment=True|num=pl|Target::markable_9::Target=True
311853110039564288	neutral	Die haben sich doch längst entschieden . Wer die Nebelmaschine zünden darf , das wird diskutiert . #Papst	die haben sich doch längst entscheiden . wer die Nebelmaschine zünden dürfen , die werden diskutieren . #Papst	PDS VAFIN PRF ADV ADV VVPP $. PWS ART NN VVINF VMFIN $, PDS VAFIN VVPP $. NN	2/SB 0/-- 6/OA 6/MO 6/MO 2/OC 6/-- 12/SB 10/NK 11/OA 12/OC 14/RE 12/-- 15/SB 7/-- 15/OC 16/-- 17/--	case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ _ _ _ case=nom|*=True|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _
311917322648571904	positive	und Jetz kommt der loddar raus mit " ICH MACH ' S ! " :DDDDD #Papst #lotharmatthäus	und Jetz kommen die loddar raus mit " ich machen ' S ! " :DDDDD #Papst #lotharmatthäus	KON NN VVFIN ART ADJD ADV APPR $( PPER VVIMP $( NN $. $( ADJA NN NN	3/JU 3/SB 0/-- 3/SB 3/MO 3/MO 3/MO 9/-- 12/SB 9/NK 10/-- 7/NK 12/-- 13/-- 14/-- 15/DA 15/OA	_ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg pos=True _ _ _ case=acc|gender=neut|num=pl|sup=True _ _ _ _ _ EmoExpression::markable_213::EmoExpression=True|EmoExpression::markable_213::Polarity=positive|EmoExpression::markable_213::Intensity=strong|EmoExpression::markable_213::Uncertain=false|EmoExpression::markable_213::Sarcasm=false|EmoExpression::markable_213::SubjectiveFact=false _ _
312157078854721536	negative	RT @queer_de : Neuer Papst bezeichnete die Homo - Ehe als Intrige des Teufels und ein Adoptionsrecht für die Paare Kindesmissbrauch. http:/ ...	RT @queer_de : neu Papst bezeichnen die Homo - Ehe als Intrige die Teufel und eine Adoptionsrecht für die Paar Kindesmissbrauch. http:/ ...	NE ADJD $. ADJA NN VVFIN ART NN $( NN KOKOM NN ART NN KON ART NN APPR ART NN NN NN $.	0/-- 1/PD 2/-- 5/NK 6/SB 3/-- 8/NK 6/OA 8/-- 8/NK 12/CM 10/CC 14/NK 12/AG 8/CD 17/NK 15/CJ 17/MNR 20/NK 18/NK 20/NK 21/NK 22/--	case=nom|*=True|num=sg case=nom|Sentiment::markable_214::Sentiment=True|Sentiment::markable_214::Sarcasm=false|num=sg|Sentiment::markable_214::Polarity=negative|*=True|Sentiment::markable_214::Intensity=medium Sentiment::markable_214::Sentiment=True case=nom|Sentiment::markable_214::Sentiment=True|num=sg|Source::markable_215::Source=True|gender=masc|Source::markable_215::Anaphref=empty|pos=True case=nom|gender=masc|num=sg|Source::markable_215::Source=True|Sentiment::markable_214::Sentiment=True pers=3|Sentiment::markable_214::Sentiment=True|num=sg|tense=past|mood=ind case=acc|Target::markable_216::Anaphref=empty|Target::markable_216::Preferred=true|num=sg|Target::markable_216::Target=True|Sentiment::markable_214::Sentiment=True|gender=fem case=acc|gender=fem|num=sg|Sentiment::markable_214::Sentiment=True|Target::markable_216::Target=True Target::markable_216::Target=True|Sentiment::markable_214::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_214::Sentiment=True|Target::markable_216::Target=True Sentiment::markable_214::Sentiment=True case=nom|EmoExpression::markable_220::EmoExpression=True|EmoExpression::markable_220::Intensity=medium|*=True|EmoExpression::markable_220::Polarity=negative|EmoExpression::markable_220::Sarcasm=false|EmoExpression::markable_220::Uncertain=false|Sentiment::markable_214::Sentiment=True|num=pl|EmoExpression::markable_220::SubjectiveFact=false case=gen|gender=neut|num=sg|Sentiment::markable_214::Sentiment=True case=gen|EmoExpression::markable_217::EmoExpression=True|gender=neut|EmoExpression::markable_217::Intensity=strong|EmoExpression::markable_217::Uncertain=false|EmoExpression::markable_217::Sarcasm=false|EmoExpression::markable_217::SubjectiveFact=false|Sentiment::markable_214::Sentiment=True|EmoExpression::markable_217::Polarity=negative|num=sg Sentiment::markable_214::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_214::Sentiment=True case=nom|Sentiment::markable_214::Sentiment=True|num=sg|Target::markable_218::Preferred=true|Target::markable_218::Anaphref=empty|gender=neut|Target::markable_218::Target=True Sentiment::markable_214::Sentiment=True|Target::markable_218::Target=True case=acc|gender=fem|num=sg|Target::markable_218::Target=True|Sentiment::markable_214::Sentiment=True case=acc|gender=fem|num=sg|Target::markable_218::Target=True|Sentiment::markable_214::Sentiment=True case=nom|EmoExpression::markable_219::EmoExpression=True|gender=neut|EmoExpression::markable_219::Intensity=medium|EmoExpression::markable_219::Polarity=negative|EmoExpression::markable_219::Sarcasm=false|EmoExpression::markable_219::Uncertain=false|Sentiment::markable_214::Sentiment=True|num=sg|EmoExpression::markable_219::SubjectiveFact=false case=nom|gender=neut|num=sg _
311918898964467712	neutral	Saarland ist kein Papst . Hmpf !	Saarland sein keine Papst . Hmpf !	NE VAFIN PIAT NN $. NN $.	2/SB 0/-- 4/NK 2/PD 4/-- 5/-- 6/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _
311917055651762176	neutral	RT @StefanLeifert : Auf dem Balkon des Petersdoms tut sich was ... #papst	RT @StefanLeifert : auf die Balkon die Petersdom tun sich was ... #papst	NE ADJD $. APPR ART NN ART NN VVFIN PRF PIS $. NN	0/-- 1/PD 2/-- 9/MO 6/NK 4/NK 8/NK 6/AG 3/-- 9/OA 9/SB 11/-- 12/--	case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg
311920663038410753	neutral	RT @Redhead_Hunter : Der neue Papst hat seine Doktorarbeit in Deutschland geschrieben . Na ob der nächstes Jahr noch im Amt ist ?	RT @Redhead_Hunter : die neu Papst haben sein Doktorarbeit in Deutschland schreiben . na ob die nah Jahr noch in Amt sein ?	NE ADJD $. ART ADJA NN VAFIN PPOSAT NN APPR NE VVPP $. ITJ ADV ART ADJA NN ADV APPRART NN VAFIN $.	0/-- 1/PD 2/-- 6/NK 6/NK 7/SB 3/-- 9/NK 12/OA 9/MNR 10/NK 7/OC 12/-- 15/DM 18/MO 18/NK 18/NK 22/SB 22/MO 22/MO 20/NK 13/-- 22/--	case=nom|*=True|num=sg pos=True _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=neut|num=sg|pos=True case=nom|gender=neut|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _
312138201663938561	positive	RT @sternde : Papst Franziskus : Lateinamerika feiert seinen ersten Pontifex : Die Katholiken in Argentinien , Chile , Mexiko und ... http://t ...	RT @sternde : Papst Franziskus : Lateinamerika feiern sein erst Pontifex : die Katholik in Argentinien , Chile , Mexiko und ... http://t ...	NE NN $. NN NE $. NE VVFIN PPOSAT ADJA NN $. ART NN APPR NE $, NE $, NE KON $. NN $.	2/SB 0/-- 2/-- 3/-- 4/NK 5/-- 8/SB 4/RS 11/NK 11/NK 8/OA 11/-- 14/NK 11/APP 14/MNR 15/NK 16/-- 16/CJ 18/-- 18/CJ 20/CD 21/CJ 22/-- 23/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|Source::markable_222::Source=True|gender=neut|Sentiment::markable_221::Sentiment=True|Sentiment::markable_221::Sarcasm=false|num=sg|Sentiment::markable_221::Polarity=positive|Source::markable_222::Anaphref=empty|Sentiment::markable_221::Intensity=medium mood=ind|EmoExpression::markable_223::Intensity=medium|EmoExpression::markable_223::EmoExpression=True|EmoExpression::markable_223::Sarcasm=false|Sentiment::markable_221::Sentiment=True|EmoExpression::markable_223::Polarity=positive|pers=3|EmoExpression::markable_223::SubjectiveFact=false|num=sg|tense=pres|EmoExpression::markable_223::Uncertain=false case=acc|num=sg|Target::markable_224::Anaphref=empty|Target::markable_224::Preferred=true|gender=masc|Target::markable_224::Target=True|Sentiment::markable_221::Sentiment=True case=acc|num=sg|gender=masc|Target::markable_224::Target=True|pos=True|Sentiment::markable_221::Sentiment=True case=acc|gender=masc|Target::markable_224::Target=True|num=sg|Sentiment::markable_221::Sentiment=True _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ _ _ _
311920850922246144	neutral	Uh - Oh .... Italienische Eltern ? EVENTUELL lässt sich aus Papst Franz - dem bisherigen Senor Bergoglio - doch ein " Romanus " basteln .	uh - oh .... italienisch Eltern ? eventuell lassen sich aus Papst Franz - die bisherig Senor Bergoglio - doch eine " Romani " basteln .	ITJ $( ITJ NN ADJA NN $. ADJD VVFIN PRF APPR NN NE $( ART ADJA NN NE $( KON ART $( NN $( VVINF $.	4/NK 1/-- 4/NK 0/-- 6/NK 4/-- 6/-- 9/MO 7/-- 25/OA 25/MO 11/NK 12/NK 13/-- 17/NK 17/NK 9/DA 17/NK 18/-- 18/CD 23/NK 21/-- 20/CJ 23/-- 9/OC 25/--	_ _ _ gender=masc|*=True|num=sg|pos=True case=nom|*=True|num=pl|pos=True case=nom|*=True|num=pl _ pos=True pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=nom|gender=neut|num=sg _ _ _ _ _
311922924393218048	neutral	@Almighurt sind wir nicht alle ein bisschen Papst ?	@Almighurt sein wir nicht alle eine bisschen Papst ?	NN VAFIN PPER PTKNEG PIS ART PIAT NN $.	0/-- 1/-- 2/SB 2/NG 3/NK 8/NK 8/NK 2/PD 8/--	_ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ case=nom|*=True|num=pl case=acc|gender=neut|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg _
311915242454138881	neutral	... Der Papst wartet bereits auf seinen Auftritt ...	... die Papst warten bereits auf sein Auftritt ...	$. ART NN VVFIN ADV APPR PPOSAT NN $.	0/-- 3/NK 4/SB 1/-- 4/MO 4/OP 8/NK 6/NK 8/--	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _
311969117307535360	positive	RT @RolandGiersig : Heute wurde ein neuer Anführer einer der wichtigsten Institutionen gewählt . Nein , nicht der Papst , der neue Chef der ...	RT @RolandGiersig : heute werden eine neu Anführer eine die wichtig Institution wählen . nein , nicht die Papst , die neu Chef die ...	NE ADJD $. ADV VAFIN ART ADJA NN PIS ART ADJA NN VVPP $. PTKANT $, PTKNEG ART NN $, ART ADJA NN ART $.	0/-- 1/PD 2/-- 13/MO 3/-- 8/NK 8/NK 5/SB 5/PD 12/NK 12/NK 9/AG 5/OC 13/-- 19/DM 15/-- 19/NG 19/NK 14/-- 19/-- 23/NK 23/NK 19/APP 23/NK 24/--	case=nom|*=True|num=sg pos=True _ _ pers=3|num=sg|tense=past|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|Sentiment::markable_225::Intensity=strong|gender=masc|num=sg|Target::markable_226::Target=True|Target::markable_226::Preferred=true|Sentiment::markable_225::Sentiment=True|Target::markable_226::Anaphref=empty|Sentiment::markable_225::Sarcasm=false|Sentiment::markable_225::Polarity=positive case=gen|gender=masc|num=pl|Target::markable_226::Target=True|Sentiment::markable_225::Sentiment=True case=gen|EmoExpression::markable_227::Uncertain=false|EmoExpression::markable_227::EmoExpression=True|EmoExpression::markable_227::SubjectiveFact=false|EmoExpression::markable_227::Intensity=strong|gender=masc|EmoExpression::markable_227::Polarity=positive|EmoExpression::markable_227::Sarcasm=false|num=pl|Target::markable_226::Target=True|sup=True|Sentiment::markable_225::Sentiment=True case=gen|gender=masc|num=pl|Target::markable_226::Target=True|Sentiment::markable_225::Sentiment=True _ _ _ _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg _
311986029152333824	neutral	RT @matthiasfromm : + + + Breaking + + + Papst stellt Google Reader ein . + + + Breaking + + +	RT @matthiasfromm : + + + Breaking + + + Papst stellen Google Reader ein . + + + Breaking + + +	NE ADJD $. KON KON KON NE KON KON KON NN VVFIN NN NN PTKVZ $. KON KON KON NE KON KON KON	0/-- 1/PD 2/-- 12/JU 8/CD 5/CD 6/CJ 12/MO 8/CD 9/CD 10/CJ 3/-- 12/DA 12/OA 12/SVP 15/-- 16/-- 17/CD 18/CD 19/CJ 18/UC 21/CD 22/CD	case=nom|*=True|num=sg pos=True _ _ _ _ case=nom|gender=neut|num=sg _ _ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl _ _ _ _ _ case=nom|gender=neut|num=sg _ _ _
312117764456345600	neutral	RT @teresaeder : Kommentar aus dem Jahr 2011  über den neuen Papst : http://t.co/UuOdY2ayoa #klingtnichtgut	RT @teresaeder : Kommentar aus die Jahr @card@ über die neu Papst : http://t.co/UuOdY2ayoa #klingtnichtgut	NE NN $. NN APPR ART NN CARD APPR ART ADJA NN $. NN NN	2/SB 0/-- 2/-- 3/-- 4/MNR 7/NK 5/NK 7/NK 4/MNR 12/NK 12/NK 9/NK 12/-- 4/CJ 14/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg
311854574652751872	neutral	Natürlich spielt die reaktionäre Welt - ich meine die reaktionäre Gesellschaft das Kaisers ( Papst ) neue Kleider immer wieder gerne mit !	natürlich spielen die reaktionär Welt - ich meinen die reaktionär Gesellschaft die Kaiser ( Papst ) neu Kleid immer wieder gerne mit !	ADJD VVFIN ART ADJA NN $( PPER VVFIN ART ADJA NN ART NN $( NN $( ADJA NN ADV ADV ADV PTKVZ $.	2/MO 0/-- 5/NK 5/NK 2/SB 5/-- 8/SB 5/PAR 11/NK 11/NK 8/SB 13/NK 8/OA 13/-- 13/PAR 15/-- 18/NK 13/AG 20/MO 2/MO 2/MO 2/SVP 22/--	pos=True pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg _ _ _ _ _
312131839420674048	neutral	bin gespannt , welche geheimen akten der neue #Papst jetzt zu gesicht bekommt ...	sein spannen , welche geheim Akt|Akte die neu #Papst jetzt zu Gesicht bekommen ...	VAFIN VVPP $, PRELS ADJA NN ART ADJA NN ADV APPR NN VVFIN $.	0/-- 1/PD 2/-- 6/NK 6/NK 13/CJ 9/NK 9/NK 6/AG 13/MO 13/MO 11/NK 2/CJ 13/--	pers=1|num=sg|tense=pres|mood=ind _ _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl case=gen|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ _ case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _
311903720600379394	neutral	RT @HansW_Metzger : Es ist 19.10 Uhr und wir haben einen neuen Papst ! Es ist Florian Bruuuuuuuuuuns !	RT @HansW_Metzger : es sein @card@ Uhr und wir haben eine neu Papst ! es sein Florian Bruuuuuuuuuuns !	NE NN $. PPER VAFIN CARD NN KON PPER VAFIN ART ADJA NN $. PPER VAFIN NE NE $.	2/SB 0/-- 2/-- 5/SB 3/-- 7/NK 5/MO 5/CD 10/SB 8/CJ 13/NK 13/NK 10/OA 13/-- 16/SB 14/-- 18/PNC 16/SB 18/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg _ case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=gen|gender=masc|num=sg _
