373986383125176320	positive	@_JennyGER_ das ganze plakative Gehabe lass ich mal durchgehen weil ' ' wahlkampf ' ' ist :-)	@_JennyGER_ die ganz plakative Gehabe laß ich mal durchgehen weil ' ' Wahlkampf ' ' sein :-)	NN ART ADJA ADJA NN ADJD PPER ADV VVFIN KOUS $( $( NN $( $( VAFIN $(	0/-- 5/NK 5/NK 5/NK 16/SB 16/PD 16/SB 16/MO 8/UC 16/CP 10/-- 11/-- 16/SB 13/-- 14/-- 1/-- 16/--	case=nom|gender=neut|num=sg case=nom|Sentiment::markable_100500229::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|Target::markable_100500230::Anaphref=empty|Sentiment::markable_100500229::Polarity=positive|num=sg|Sentiment::markable_100500229::Sarcasm=false|Target::markable_100500230::Target=True|Target::markable_100500230::Preferred=true case=nom|num=sg|Sentiment::markable_100500229::Sentiment=True|Target::markable_100500230::Target=True|gender=neut|pos=True case=nom|EmoExpression::markable_100500231::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_100500231::Sarcasm=false|num=sg|EmoExpression::markable_100500231::Polarity=positive|Target::markable_100500230::Target=True|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True case=nom|EmoExpression::markable_100500415::EmoExpression=True|Sentiment::markable_100500229::Sentiment=True|EmoExpression::markable_100500415::Uncertain=false|gender=neut|EmoExpression::markable_100500415::Sarcasm=false|EmoExpression::markable_100500415::Intensity=medium|num=sg|Target::markable_100500230::Target=True|EmoExpression::markable_100500415::SubjectiveFact=false|EmoExpression::markable_100500415::Polarity=negative _ case=nom|*=True|num=sg|pers=1 _ _ _ _ _ case=acc|gender=masc|num=sg _ _ pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
375295353483821056	mixed	RT @MelekSgrafitto : einzige deutsche feminismuskritikerin als werbefuzzi oder polnisches model enttarnt . #piraten fordern klarnamenpflicht …	RT @MelekSgrafitto : einzig deutsch feminismuskritikerin als werbefuzzi oder polnisch modeln enttarnen . #piraten fordern klarnamenpflicht …	NE ADJD $. ADJA ADJA NN KOKOM ADJA KON ADJA VVIMP VVPP $. NN VVFIN ADJA NN	0/-- 1/PD 2/-- 6/NK 6/NK 3/-- 12/MO 11/NK 8/CD 9/CJ 7/NK 6/CC 12/-- 15/SB 13/-- 17/NK 15/OA	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|Sentiment::markable_100500382::Polarity=negative|Sentiment::markable_100500382::Sarcasm=false|Target::markable_100500383::Preferred=true|gender=fem|Target::markable_100500383::Anaphref=empty|pos=True|Sentiment::markable_100500382::Intensity=medium|Target::markable_100500383::Target=True|num=sg|Sentiment::markable_100500382::Sentiment=True case=nom|Target::markable_100500383::Target=True|num=sg|Sentiment::markable_100500382::Sentiment=True|gender=fem|pos=True case=nom|gender=fem|Target::markable_100500383::Target=True|num=sg|Sentiment::markable_100500382::Sentiment=True Sentiment::markable_100500382::Sentiment=True case=nom|EmoExpression::markable_100500384::Polarity=negative|EmoExpression::markable_100500384::EmoExpression=True|EmoExpression::markable_100500384::Uncertain=false|*=True|EmoExpression::markable_100500384::Sarcasm=false|num=sg|Sentiment::markable_100500382::Sentiment=True|EmoExpression::markable_100500384::SubjectiveFact=false|EmoExpression::markable_100500384::Intensity=medium Sentiment::markable_100500382::Sentiment=True case=acc|gender=neut|num=sg|pos=True|Sentiment::markable_100500382::Sentiment=True case=acc|EmoExpression::markable_100500385::EmoExpression=True|EmoExpression::markable_100500385::Uncertain=false|EmoExpression::markable_100500385::SubjectiveFact=false|gender=neut|EmoExpression::markable_100500385::Polarity=negative|EmoExpression::markable_100500385::Intensity=weak|num=sg|Sentiment::markable_100500382::Sentiment=True|EmoExpression::markable_100500385::Sarcasm=false EmoExpression::markable_100500386::Intensity=medium|EmoExpression::markable_100500386::SubjectiveFact=false|Sentiment::markable_100500382::Sentiment=True|EmoExpression::markable_100500386::Polarity=negative|EmoExpression::markable_100500386::EmoExpression=True|EmoExpression::markable_100500386::Sarcasm=false|EmoExpression::markable_100500386::Uncertain=false _ case=nom|Sentiment::markable_100500387::Polarity=positive|Sentiment::markable_100500387::Intensity=medium|gender=masc|Sentiment::markable_100500387::Sentiment=True|Source::markable_100500388::Source=True|num=pl|Sentiment::markable_100500387::Sarcasm=false|Source::markable_100500388::Anaphref=empty mood=ind|EmoExpression::markable_100500389::Polarity=positive|EmoExpression::markable_100500389::Uncertain=false|pers=3|EmoExpression::markable_100500389::Intensity=medium|num=pl|tense=pres|Sentiment::markable_100500387::Sentiment=True|EmoExpression::markable_100500389::EmoExpression=True|EmoExpression::markable_100500389::SubjectiveFact=false|EmoExpression::markable_100500389::Sarcasm=false mood=ind|Target::markable_100500390::Preferred=true|Target::markable_100500390::Anaphref=empty|Sentiment::markable_100500387::Sentiment=True|pers=3|Target::markable_100500390::Target=True|num=sg|tense=pres _
372690586764996608	neutral	Piraten 85 % , Linke 81 % , Grüne 79 % , SPD 75 % . lolwhut . : 3 ( Alles andere aber auch über 50 % , von daher ... )	Pirat 85 % , link @card@ % , Grüne @card@ % , SPD 75 % . lolwhut . : 3 ( alle andere aber auch über 50 % , von daher ... )	NN CARD NN $, ADJA CARD NN $, NN CARD NN $, NE CARD NN $. NN $. $. CARD $( PIS PIS ADV ADV APPR CARD NN $, APPR PAV $. $(	0/-- 3/NK 1/MO 3/-- 7/NK 7/NK 3/CJ 7/-- 11/SB 11/NK 7/CJ 11/-- 15/SB 15/NK 11/CJ 15/-- 15/PAR 17/-- 18/-- 19/NK 20/-- 30/SB 30/AC 26/MO 26/MO 23/MNR 28/NK 26/NK 28/-- 20/PAR 30/NK 22/-- 32/--	case=nom|gender=masc|num=pl _ gender=neut|*=True _ case=acc|gender=fem|num=pl|pos=True _ gender=neut|*=True _ case=nom|*=True|num=pl _ gender=neut|*=True _ case=nom|gender=fem|num=sg _ gender=neut|*=True _ _ _ _ _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ _ _ gender=neut|*=True _ _ _ _ _
379280330894495744	negative	«König Horst» kann künftig allein regieren : In Bayern kann die CSU mit ihrem Vorsitzenden Horst Seehofer ... http://t.co/kflrNXavpU #news	«König Horst» kann künftig allein regieren : in Bayern können die CSU mit ihr Vorsitzende Horst Seehofer ... http://t.co/kflrNXavpU #news	NN VVFIN ADJD ADV VVINF $. APPR NE VMFIN ART NE APPR PPOSAT NN NE NE $. NN NN	2/SB 0/-- 2/MO 5/MO 2/OC 5/-- 9/MO 7/NK 2/CJ 11/NK 9/SB 9/MO 14/NK 12/NK 16/PNC 14/NK 16/-- 17/-- 18/NK	case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind pos=True EmoExpression::markable_100500427::Sarcasm=false|EmoExpression::markable_100500427::Polarity=negative|EmoExpression::markable_100500427::EmoExpression=True|EmoExpression::markable_100500427::Uncertain=false|EmoExpression::markable_100500427::Intensity=medium|EmoExpression::markable_100500427::SubjectiveFact=false _ _ _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=gen|*=True|num=sg
368684808815534080	neutral	RT @JFPolitik : Viele Teilnehmer aus Mecklenburg - Vorpommern und Niedersachsen #AfD #btw13 http://t.co/YXaZ7yzzbz	RT @JFPolitik : viele Teilnehmer aus Mecklenburg - Vorpommern und Niedersachsen #AfD #btw13 http://t.co/YXaZ7yzzbz	NE NN $. PIAT NN APPR NE $( NE KON NE ADJD CARD NN	2/SB 0/-- 2/-- 5/NK 3/-- 5/MNR 6/NK 7/-- 7/CJ 9/CD 10/CJ 13/MO 14/NK 11/UC	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ case=dat|gender=neut|num=sg _ _ gender=masc|*=True
379843200501829632	neutral	Beim Tennis sagt #Deuce dazu , #CDU : 39,  #SPD : 25,  #LINKE : 10,  #Grüne : 9,  #FDP : 5,  #Piraten und #AfD : je 3 http://t.co/iVzKvU3r6c	bei Tennis sagen #Deuce dazu , #CDU : @card@ #SPD : @card@ #LINKE : @card@ #Grüne : @card@ #FDP : @card@ #Piraten und #AfD : je 3 http://t.co/iVzKvU3r6c	APPRART NN VVFIN NN PAV $, NN $. CARD NN $. CARD NN $. CARD NN $. CARD NN $. CARD NN KON NN $. APPR CARD NN	3/MO 1/NK 0/-- 3/SB 16/NK 4/-- 4/CJ 7/-- 10/NK 7/OA 10/-- 13/NK 10/APP 13/-- 16/NK 13/APP 16/-- 19/NK 10/CJ 19/-- 22/NK 19/APP 22/CD 23/CJ 24/-- 22/MNR 28/NK 26/NK	case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ case=acc|gender=fem|num=sg _ _ gender=masc|*=True _ _ gender=masc|*=True _ _ case=nom|gender=masc|num=pl _ _ gender=masc|*=True _ _ case=nom|gender=masc|num=pl _ case=nom|gender=fem|num=pl _ _ _ case=dat|gender=neut|num=pl
380362826214154241	negative	Thüringen : Koalition der Mutwilligen : In Thüringen ist das Verhältnis von CDU und SPD zerrüttet . Wer Lust auf ... http://t.co/4Cay3zQTw7	Thüringen : Koalition die mutwillig : in Thüringen sein die Verhältnis von CDU und SPD zerrütten . wer Lust auf ... http://t.co/4Cay3zQTw7	NE $. NN ART ADJA $. APPR NE VAFIN ART NN APPR NE KON NE VVPP $. PWS NN PTKVZ $. CARD	0/-- 1/-- 9/SB 5/NK 3/AG 5/-- 16/MO 7/NK 1/RS 11/NK 9/SB 11/PG 12/NK 13/CD 14/CJ 9/OC 16/-- 19/NK 17/-- 19/MNR 20/-- 21/--	case=nom|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _ Sentiment::markable_100500391::Polarity=negative|Sentiment::markable_100500391::Sentiment=True|Sentiment::markable_100500391::Sarcasm=false|Sentiment::markable_100500391::Intensity=medium case=dat|gender=neut|num=sg|Sentiment::markable_100500391::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500391::Sentiment=True case=nom|Target::markable_100500392::Preferred=true|num=sg|Target::markable_100500392::Anaphref=empty|Sentiment::markable_100500391::Sentiment=True|gender=neut|Target::markable_100500392::Target=True case=nom|gender=neut|num=sg|Target::markable_100500392::Target=True|Sentiment::markable_100500391::Sentiment=True Target::markable_100500392::Target=True|Sentiment::markable_100500391::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_100500392::Target=True|Sentiment::markable_100500391::Sentiment=True Target::markable_100500392::Target=True|Sentiment::markable_100500391::Sentiment=True case=dat|gender=fem|num=sg|Target::markable_100500392::Target=True|Sentiment::markable_100500391::Sentiment=True EmoExpression::markable_100500393::Intensity=medium|Sentiment::markable_100500391::Sentiment=True|EmoExpression::markable_100500393::Sarcasm=false|EmoExpression::markable_100500393::SubjectiveFact=false|EmoExpression::markable_100500393::Uncertain=false|EmoExpression::markable_100500393::EmoExpression=True|EmoExpression::markable_100500393::Polarity=negative Sentiment::markable_100500391::Sentiment=True case=nom|gender=masc|num=sg case=acc|EmoExpression::markable_100500394::Uncertain=false|EmoExpression::markable_100500394::Intensity=medium|EmoExpression::markable_100500394::Sarcasm=false|EmoExpression::markable_100500394::Polarity=positive|gender=fem|EmoExpression::markable_100500394::EmoExpression=True|num=sg|EmoExpression::markable_100500394::SubjectiveFact=false _ _ _
380345809264726016	positive	Fettarme Milch hat mittlerweile mehr Prozent wie die FDP .	fettarm Milch haben mittlerweile mehr Prozent wie die FDP .	ADJA NN VAFIN ADV PIAT NN KOKOM ART NE $.	2/NK 3/SB 0/-- 5/MO 6/NK 3/OA 9/CM 9/NK 6/CC 9/--	case=nom|Target::markable_100500401::Target=True|Target::markable_100500401::Preferred=true|gender=fem|Target::markable_100500401::Anaphref=empty|pos=True|Sentiment::markable_100500399::Sarcasm=true|num=sg|Sentiment::markable_100500399::Intensity=medium|Sentiment::markable_100500399::Polarity=comparison|Sentiment::markable_100500399::Sentiment=True case=nom|gender=fem|Target::markable_100500401::Target=True|num=sg|Sentiment::markable_100500399::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500399::Sentiment=True Sentiment::markable_100500399::Sentiment=True EmoExpression::markable_100500402::Sarcasm=false|*=True|EmoExpression::markable_100500402::EmoExpression=True|EmoExpression::markable_100500402::Intensity=medium|EmoExpression::markable_100500402::Uncertain=false|EmoExpression::markable_100500402::SubjectiveFact=false|EmoExpression::markable_100500402::Polarity=positive|Sentiment::markable_100500399::Sentiment=True gender=neut|*=True|Sentiment::markable_100500399::Sentiment=True Sentiment::markable_100500399::Sentiment=True case=nom|num=sg|Target::markable_100500400::Anaphref=empty|gender=fem|Target::markable_100500400::Preferred=false|Sentiment::markable_100500399::Sentiment=True|Target::markable_100500400::Target=True case=nom|gender=fem|num=sg|Sentiment::markable_100500399::Sentiment=True|Target::markable_100500400::Target=True Sentiment::markable_100500399::Sentiment=True
372317968002060288	positive	SPD wirft Bahr Klientelpolitik für Privatversicherer vor - Spiegel Online : SPD wirft Bahr Klientelpolitik für ... http://t.co/ekFlb5fLAZ	SPD werfen Bahr Klientelpolitik für Privatversicherer vor - Spiegel Online : SPD werfen Bahr Klientelpolitik für ... http://t.co/ekFlb5fLAZ	NE VVFIN NE NN APPR NN APPR $( NN NE $. NE VVFIN NE NN APPR $. NE	2/SB 0/-- 2/DA 2/OA 4/MNR 5/NK 2/MO 7/-- 10/PNC 7/NK 10/-- 13/SB 2/CJ 13/DA 13/OA 15/MNR 16/-- 17/--	case=nom|Source::markable_100500404::Source=True|gender=fem|Sentiment::markable_100500403::Intensity=medium|Sentiment::markable_100500403::Sentiment=True|Sentiment::markable_100500403::Sarcasm=false|num=sg|Source::markable_100500404::Anaphref=empty|Sentiment::markable_100500403::Polarity=positive mood=ind|EmoExpression::markable_100500406::Uncertain=false|EmoExpression::markable_100500406::Intensity=medium|EmoExpression::markable_100500406::EmoExpression=True|Sentiment::markable_100500403::Sentiment=True|pers=3|num=sg|tense=pres|EmoExpression::markable_100500406::Sarcasm=false|EmoExpression::markable_100500406::SubjectiveFact=false|EmoExpression::markable_100500406::Polarity=negative case=nom|num=sg|Target::markable_100500405::Target=True|Target::markable_100500405::Preferred=true|gender=fem|Target::markable_100500405::Anaphref=empty|Sentiment::markable_100500403::Sentiment=True case=nom|gender=fem|EmoExpression::markable_100500428::Sarcasm=false|Sentiment::markable_100500403::Sentiment=True|EmoExpression::markable_100500428::EmoExpression=True|EmoExpression::markable_100500428::Intensity=medium|EmoExpression::markable_100500428::Uncertain=false|num=sg|EmoExpression::markable_100500428::SubjectiveFact=false|EmoExpression::markable_100500428::Polarity=negative Sentiment::markable_100500403::Sentiment=True case=acc|gender=masc|num=pl|Sentiment::markable_100500403::Sentiment=True EmoExpression::markable_100500406::EmoExpression=True|Sentiment::markable_100500403::Sentiment=True _ case=acc|gender=masc|num=pl case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _
366945404564160512	positive	RT @deppentoeter : #BILD-Schlagzeile zum Thema " Warum wählen so viele Deutsche die Union ? " #CDU #CSU http://t.co/T0iWjskAzm	RT @deppentoeter : #BILD-Schlagzeile zu Thema " warum wählen so viele Deutsche die Union ? " #CDU #CSU http://t.co/T0iWjskAzm	NE ADJD $. NN APPRART NN $( PWAV VVFIN ADV PIAT NN ART NN $. $( NN NN NE	0/-- 1/PD 2/-- 9/SB 4/MNR 5/NK 6/-- 4/CD 3/-- 11/MO 12/NK 9/SB 14/NK 9/OA 14/-- 15/-- 16/-- 17/NK 18/NK	case=nom|*=True|num=sg comp=True _ case=nom|gender=masc|num=pl case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ Sentiment::markable_100500395::Sarcasm=false|Sentiment::markable_100500395::Polarity=positive|EmoExpression::markable_100500398::EmoExpression=True|EmoExpression::markable_100500398::SubjectiveFact=false|EmoExpression::markable_100500398::Polarity=positive|Sentiment::markable_100500395::Sentiment=True|EmoExpression::markable_100500398::Sarcasm=false|EmoExpression::markable_100500398::Uncertain=false|EmoExpression::markable_100500398::Intensity=medium|Sentiment::markable_100500395::Intensity=medium Sentiment::markable_100500395::Sentiment=True case=nom|num=pl|Source::markable_100500396::Source=True|Sentiment::markable_100500395::Sentiment=True|*=True|Source::markable_100500396::Anaphref=empty case=nom|*=True|num=pl|Source::markable_100500396::Source=True|Sentiment::markable_100500395::Sentiment=True case=acc|Target::markable_100500397::Anaphref=empty|num=sg|Target::markable_100500397::Preferred=true|Sentiment::markable_100500395::Sentiment=True|gender=fem|Target::markable_100500397::Target=True case=acc|gender=fem|num=sg|Target::markable_100500397::Target=True|Sentiment::markable_100500395::Sentiment=True _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
366231672372473856	neutral	RT @Philip_Meinhold : Fools Garden , Roland Kaiser , Die Prinzen : Zum " Deutschlandfest " der #SPD gibt ' ' s ein LineUp , wie für die Partei gemacht .	RT @Philip_Meinhold : Fools Garde , Roland Kaiser , die Prinz : zu " Deutschlandfest " die #SPD geben ' ' s eine LineUp , wie für die Partei machen .	NE ADJD $. NN NN $, NE NE $, ART NN $. APPRART $( NN $( ART NN VVFIN $( $( NN ART NN $, KOUS APPR ART NN VVPP $.	0/-- 1/PD 2/-- 19/OA 4/NK 5/-- 8/PNC 5/APP 8/-- 11/NK 4/CJ 11/-- 19/MO 13/-- 13/NK 15/-- 18/NK 15/AG 3/-- 19/-- 20/-- 19/PAR 24/NK 19/OA 24/-- 30/CM 30/MO 29/NK 27/NK 24/OC 30/--	case=nom|*=True|num=sg pos=True _ case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=neut|num=sg|pers=3 case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _
373567676242599937	positive	Vom grünen Rasen komme ich jetzt mal wieder auf den blauen Hardcourt zurück . Von Prag nach NY - was für eine Reise . :-D #FCBCFC - - > #usopen	von grün Rasen kommen ich jetzt mal wieder auf die blau Hardcourt zurück . von Prag nach NY - was für eine Reise . :-D #FCBCFC - - > #usopen	APPRART ADJA NN VVFIN PPER ADV ADV ADV APPR ART ADJA NN PTKVZ $. APPR NE APPR NN $( PWS APPR ART NN $. NN NE $( $( $( NN	4/MO 3/NK 1/NK 0/-- 4/SB 4/MO 8/MO 4/MO 4/MO 12/NK 12/NK 9/NK 4/SVP 13/-- 14/-- 15/NK 15/MO 17/NK 18/-- 18/NK 20/MNR 23/NK 21/NK 23/-- 24/-- 25/NK 26/-- 27/-- 28/-- 25/PAR	case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ Sentiment::markable_60::Intensity=strong|Sentiment::markable_60::Sarcasm=false|Sentiment::markable_60::Polarity=positive|Sentiment::markable_60::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_60::Sentiment=True Sentiment::markable_60::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_60::Sentiment=True Sentiment::markable_60::Sentiment=True case=nom|EmoExpression::markable_63::EmoExpression=True|gender=neut|EmoExpression::markable_63::Uncertain=false|EmoExpression::markable_63::Intensity=strong|EmoExpression::markable_63::Sarcasm=false|EmoExpression::markable_63::Polarity=positive|num=sg|Sentiment::markable_60::Sentiment=True|EmoExpression::markable_63::SubjectiveFact=false EmoExpression::markable_63::EmoExpression=True|Sentiment::markable_60::Sentiment=True case=acc|gender=fem|num=sg|EmoExpression::markable_63::EmoExpression=True|Sentiment::markable_60::Sentiment=True case=acc|Target::markable_62::Target=True|num=sg|Target::markable_62::Preferred=true|Sentiment::markable_60::Sentiment=True|gender=fem|Target::markable_62::Anaphref=empty Sentiment::markable_60::Sentiment=True case=nom|EmoExpression::markable_61::Polarity=positive|EmoExpression::markable_61::SubjectiveFact=false|EmoExpression::markable_61::Sarcasm=false|gender=fem|EmoExpression::markable_61::Intensity=strong|num=sg|EmoExpression::markable_61::Uncertain=false|Sentiment::markable_60::Sentiment=True|EmoExpression::markable_61::EmoExpression=True case=nom|gender=fem|num=sg _ _ pos=True _
382252250342502401	neutral	@Buergermeinung Die Mehrheit will r - r - g ? Rechne mal die Ergebnisse von konservativen Parteien [ CDU / CSU + FDP + AfD ] zusammen . > 50 % ! / / @HorstNRW	@Buergermeinung die Mehrheit wollen r - r - g ? rechnen mal die Ergebnis von konservativ Partei [ CDU / CSU + FDP + AfD ] zusammen . > 50 % ! / / @HorstNRW	NN ART NN VMFIN NE $( NE $( NN $. VVFIN ADV ART NN APPR ADJA NN $( NE $( NE KON NE KON NN $( PTKVZ $. $( CARD NN $. $( $( ADJA	0/-- 3/NK 4/SB 1/-- 4/SB 5/-- 5/APP 7/-- 4/OA 9/-- 10/-- 11/MO 14/NK 11/SB 14/PG 17/NK 15/NK 17/-- 17/APP 19/-- 19/CJ 19/CD 22/CJ 23/CD 24/CJ 25/-- 11/SVP 27/-- 30/-- 31/NK 28/-- 31/-- 35/-- 33/-- 32/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _ _ _ _ case=acc|gender=neut|num=pl case=acc|gender=neut|num=pl _ case=dat|gender=fem|num=pl|pos=True case=dat|gender=fem|num=pl _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg pos=True _ _ _ _ gender=neut|*=True _ _ _ _
373087291113091072	neutral	Zum Thema Privatisierungsbremse im #buten-un-binnen-Studio : SPD - Landeschef Andreas Bovenschulte . 19:30 Radio #Bremen	zu Thema Privatisierungsbremse in #buten-un-binnen-Studio : SPD - Landeschef Andreas Bovenschulte . @card@ Radio #Bremen	APPRART NN NN APPRART NN $. NE $( NN NE NE $. CARD NN ADJA	0/-- 1/NK 2/NK 2/MNR 4/NK 5/-- 2/APP 7/-- 2/PAR 11/PNC 9/NK 11/-- 14/NK 12/-- 14/NK	case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=nom|gender=fem|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True
375156968714825728	mixed	RT @Halina_Waw : die afd verteilt abmahnungen ? http://t.co/Si71R2qiq2 nun ja , dann teile ich aus solidariatät das flugblatt https://t.co/9v4…	RT @Halina_Waw : die afd verteilen abmahnungen ? http://t.co/Si71R2qiq2 nun ja , dann teilen ich aus solidariatät die flugblatt https://t.co/9v4…	NE NE $. ART NN VVPP VVINF $. NN ADV ADV $, ADV VVFIN PPER APPR NN ART ADJA NN	2/PNC 0/-- 2/-- 5/NK 6/OA 3/-- 6/CJ 7/-- 13/RE 9/MO 9/MO 11/-- 14/MO 8/-- 14/SB 14/MO 16/NK 20/NK 20/NK 17/AG	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ EmoExpression::markable_100500429::SubjectiveFact=true|EmoExpression::markable_100500429::EmoExpression=True|EmoExpression::markable_100500429::Uncertain=false|EmoExpression::markable_100500429::Polarity=negative|EmoExpression::markable_100500429::Sarcasm=false|EmoExpression::markable_100500429::Intensity=medium _ case=nom|gender=masc|num=pl _ _ _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ case=dat|EmoExpression::markable_100500407::Intensity=medium|EmoExpression::markable_100500407::Sarcasm=false|gender=fem|EmoExpression::markable_100500407::Polarity=positive|EmoExpression::markable_100500407::EmoExpression=True|num=sg|EmoExpression::markable_100500407::SubjectiveFact=false|EmoExpression::markable_100500407::Uncertain=false case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=gen|gender=fem|num=sg
382077965191770112	neutral	@BILD Wenn er das früher getan hätte , wäre die FDP jetzt im Bundestag .	@BILD wenn er die früh tun haben , sein die FDP jetzt in Bundestag .	NN KOUS PPER PDS ADJD VVPP VAFIN $, VAFIN ART NE ADV APPRART NN $.	0/-- 7/CP 7/SB 6/OA 6/MO 7/OC 9/MO 7/-- 1/-- 11/NK 9/SB 9/MO 9/MO 13/NK 14/--	case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg|pers=3 case=acc|gender=neut|num=sg comp=True _ pers=3|num=sg|tense=past|mood=subj _ pers=3|num=sg|tense=past|mood=subj case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
383969752844369920	positive	RT @dneuerer : #SPD will @ThomasOppermann als Finanzminister , berichtet die FAS . #groko #btw13 #CDU #FDP #CSU	RT @dneuerer : #SPD wollen @ThomasOppermann als Finanzminister , berichten die FAS . #groko #btw13 #CDU #FDP #CSU	NE NN $. ADJD VMFIN NN KOKOM NN $, VVFIN ART NN $. NN CARD NN NN NN	2/SB 0/-- 2/-- 5/MO 3/-- 5/SB 10/MO 7/NK 8/-- 6/-- 12/NK 10/SB 12/-- 16/MO 16/NK 13/-- 16/NK 16/MNR	case=nom|*=True|num=sg case=nom|*=True|num=sg _ Sentiment::markable_100500408::Sarcasm=false|Source::markable_100500409::Anaphref=empty|Sentiment::markable_100500408::Sentiment=True|Source::markable_100500409::Source=True|Sentiment::markable_100500408::Polarity=positive|pos=True|Sentiment::markable_100500408::Intensity=medium mood=ind|Sentiment::markable_100500408::Sentiment=True|EmoExpression::markable_100500410::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_100500410::EmoExpression=True|EmoExpression::markable_100500410::Uncertain=false|EmoExpression::markable_100500410::Polarity=positive|EmoExpression::markable_100500410::Sarcasm=false|EmoExpression::markable_100500410::SubjectiveFact=false Target::markable_100500411::Anaphref=empty|Target::markable_100500411::Target=True|*=True|Target::markable_100500411::Preferred=true|Sentiment::markable_100500408::Sentiment=True Target::markable_100500411::Target=True|Sentiment::markable_100500408::Sentiment=True case=nom|gender=masc|num=sg|Target::markable_100500411::Target=True|Sentiment::markable_100500408::Sentiment=True _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
