383645778335789056	positive	@wom_75 @ProSieben Geiiilll !!! Ist so die Geile Serie !! :)	@wom_75 @ProSieben Geiiilll !!! sein so die geil Serie !! :)	NN ADJD ADJA NN VAFIN ADV ART ADJA NN ADJD ADJA	0/-- 1/-- 4/NK 2/-- 4/-- 10/MO 9/NK 9/NK 5/SB 5/PD 10/--	case=nom|gender=masc|num=sg _ Sentiment::markable_1::Sarcasm=false|EmoExpression::markable_2::SubjectiveFact=false|EmoExpression::markable_2::Polarity=positive|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_2::Uncertain=false|EmoExpression::markable_2::Intensity=strong|EmoExpression::markable_2::Sarcasm=false|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=strong|EmoExpression::markable_2::EmoExpression=True Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|Target::markable_4::Preferred=true|num=sg|Target::markable_4::Anaphref=empty|gender=fem|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True case=nom|EmoExpression::markable_3::EmoExpression=True|gender=fem|Target::markable_4::Target=True|EmoExpression::markable_3::SubjectiveFact=false|pos=True|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Intensity=strong|num=sg|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Uncertain=false case=nom|gender=fem|num=sg|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True pos=True|Sentiment::markable_1::Sentiment=True EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Polarity=positive|EmoExpression::markable_5::Uncertain=false|Sentiment::markable_1::Sentiment=True
376376490675302400	negative	RT @DieMone37 : 46  % der bayerischen Wähler noch unentschieden ? Sie sind es , die das Land verändern könnten . #LTW2013 #Bayern	RT @DieMone37 : @card@ % die bayerisch Wähler noch unentschieden ? Sie sein es , die die Land verändern können . #LTW2013 #Bayern	NE NN $. CARD NN ART ADJA NN ADV ADJD $. PPER VAFIN PPER $, PRELS ART NN VVINF VMFIN $. CARD ADJA	2/SB 0/-- 2/-- 5/NK 3/-- 8/NK 8/NK 5/AG 10/MO 5/PD 10/-- 13/SB 11/-- 13/PD 14/-- 20/SB 18/NK 19/OA 20/OC 14/RC 20/-- 23/MO 21/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ gender=neut|*=True case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg _ EmoExpression::markable_104013233::SubjectiveFact=false|EmoExpression::markable_104013233::EmoExpression=True|EmoExpression::markable_104013233::Uncertain=false|EmoExpression::markable_104013233::Polarity=negative|EmoExpression::markable_104013233::Sarcasm=false|pos=True|EmoExpression::markable_104013233::Intensity=weak _ case=nom|*=True|num=pl|pers=3 pers=3|num=pl|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=nom|gender=masc|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ pers=3|num=pl|tense=past|mood=subj _ _ _
354205639280558080	neutral	RT @DiePARTEI_News : Offiziell : Bundestagswahl 2013  – Die PARTEI ist dabei ! http://t.co/jTYoMX4wzo	RT @DiePARTEI_News : offiziell : Bundestagswahl @card@ – die Partei sein dabei ! http://t.co/jTYoMX4wzo	NE NN $. ADJD $. NN CARD NN ART NN VAFIN PAV $. NN	2/SB 0/-- 2/-- 11/MO 4/-- 11/SB 8/NK 6/NK 10/NK 11/SB 3/-- 3/NK 11/-- 13/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ pos=True _ case=nom|gender=fem|num=sg _ case=nom|gender=neut|num=pl case=nom|gender=neut|num=pl case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _
376420908862173184	mixed	so ein typ dieser hinterhältigen abmahnkanzleien. da bin ich ausnahmsweise für raab heute . #sdr	so eine Typ dies hinterhältig abmahnkanzleien. da sein ich ausnahmsweise für Raab heute . #sdr	ADV ART NN PDAT ADJA NE ADV VAFIN PPER ADV APPR NE ADV $. NE	3/MO 3/NK 8/SB 6/NK 6/NK 3/AG 8/MO 0/-- 8/SB 8/MO 8/MO 11/NK 8/MO 13/-- 14/--	Sentiment::markable_303::Polarity=negative|Sentiment::markable_303::Sarcasm=false|Sentiment::markable_303::Sentiment=True|Sentiment::markable_303::Intensity=medium case=nom|gender=masc|num=sg|Sentiment::markable_303::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_303::Sentiment=True case=gen|Target::markable_304::Target=True|num=sg|Sentiment::markable_303::Sentiment=True|Target::markable_304::Anaphref=empty|gender=fem|Target::markable_304::Preferred=true case=gen|Target::markable_304::Target=True|EmoExpression::markable_305::Intensity=medium|EmoExpression::markable_305::Uncertain=false|EmoExpression::markable_305::Sarcasm=false|EmoExpression::markable_305::EmoExpression=True|gender=fem|EmoExpression::markable_305::Polarity=negative|pos=True|num=sg|Sentiment::markable_303::Sentiment=True|EmoExpression::markable_305::SubjectiveFact=false case=gen|gender=fem|num=sg|Sentiment::markable_303::Sentiment=True|Target::markable_304::Target=True Sentiment::markable_299::Polarity=positive|Sentiment::markable_299::Sarcasm=false|Sentiment::markable_299::Sentiment=True|Sentiment::markable_299::Intensity=medium pers=1|num=sg|tense=pres|mood=ind|Sentiment::markable_299::Sentiment=True case=nom|pers=1|num=sg|Source::markable_300::Source=True|Source::markable_300::Anaphref=empty|*=True|Sentiment::markable_299::Sentiment=True Sentiment::markable_299::Sentiment=True EmoExpression::markable_301::Intensity=medium|EmoExpression::markable_301::Uncertain=false|EmoExpression::markable_301::Sarcasm=false|EmoExpression::markable_301::SubjectiveFact=false|EmoExpression::markable_301::Polarity=positive|EmoExpression::markable_301::EmoExpression=True|Sentiment::markable_299::Sentiment=True case=acc|num=sg|Target::markable_302::Preferred=true|Target::markable_302::Anaphref=empty|gender=masc|Target::markable_302::Target=True|Sentiment::markable_299::Sentiment=True Sentiment::markable_299::Sentiment=True _ _
348539147130118146	mixed	RT @JTrittin : " @Hollarius : @JTrittin " Angela von Münchhausen " ? Ist das euer Ernst ? Geht es noch altbackener ? " Angela zu Guttenberg ? http://…	RT @JTrittin : " @Hollarius : @JTrittin " Angela von Münchhausen " ? sein die euer Ernst ? gehen es noch altbacken ? " Angela zu Guttenberg ? http://…	NE NN $. $( NN $. NN $( NE APPR NN $( $. VAFIN PDS PPOSAT NN $. VVFIN PPER ADV ADJD $. $( NE APPR NE $. NN	2/SB 0/-- 2/-- 5/-- 3/-- 5/-- 6/-- 9/-- 7/-- 9/PG 10/NK 11/-- 12/-- 13/-- 14/SB 17/NK 14/PD 17/-- 18/-- 19/EP 19/MO 19/MO 22/-- 23/-- 24/-- 25/MNR 26/NK 27/-- 28/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ _ Target::markable_309::Target=True|Target::markable_309::Preferred=true|Sentiment::markable_309::Polarity=positive|Sentiment::markable_309::Sentiment=True|Sentiment::markable_309::Intensity=medium|Target::markable_309::Anaphref=empty|Sentiment::markable_309::Sarcasm=false Sentiment::markable_309::Sentiment=True case=nom|Target::markable_306::Target=True|gender=fem|Sentiment::markable_306::Sarcasm=false|Target::markable_306::Anaphref=empty|Sentiment::markable_306::Polarity=negative|Target::markable_306::Preferred=true|num=sg|Sentiment::markable_309::Sentiment=True|Sentiment::markable_306::Intensity=medium|Sentiment::markable_306::Sentiment=True EmoExpression::markable_306::EmoExpression=True|EmoExpression::markable_306::Polarity=negative|Target::markable_306::Target=True|EmoExpression::markable_306::Sarcasm=false|EmoExpression::markable_306::Intensity=medium|Sentiment::markable_309::Sentiment=True|Sentiment::markable_306::Sentiment=True|EmoExpression::markable_306::SubjectiveFact=false|EmoExpression::markable_306::Uncertain=false case=dat|EmoExpression::markable_306::EmoExpression=True|num=pl|Sentiment::markable_309::Sentiment=True|Sentiment::markable_306::Sentiment=True|Target::markable_306::Target=True|gender=fem Sentiment::markable_309::Sentiment=True Sentiment::markable_309::Sentiment=True pers=3|Sentiment::markable_309::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|Sentiment::markable_309::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_309::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_309::Sentiment=True Sentiment::markable_309::Sentiment=True pers=3|Sentiment::markable_309::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|Sentiment::markable_309::Sentiment=True|pers=3 Sentiment::markable_309::Sentiment=True EmoExpression::markable_311::Uncertain=false|comp=True|EmoExpression::markable_311::Polarity=negative|EmoExpression::markable_311::SubjectiveFact=false|Sentiment::markable_309::Sentiment=True|EmoExpression::markable_311::Sarcasm=false|EmoExpression::markable_311::EmoExpression=True|EmoExpression::markable_311::Intensity=medium Sentiment::markable_309::Sentiment=True Sentiment::markable_309::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_309::Sentiment=True Sentiment::markable_309::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_309::Sentiment=True Sentiment::markable_309::Sentiment=True _
375728593663299584	neutral	Kennt sich jemand mit der bremischen Landesbank aus ? #Hellmeyer tritt ja wie Graf Rxxx auf . #Illner	kennen sich jemand mit die bremischen Landesbank aus ? #Hellmeyer treten ja wie Graf Rxxx auf . #Illner	VVFIN PRF PIS APPR ART ADJA NN PTKVZ $. NE VVFIN ADV KOKOM NN NN PTKVZ $. NN	0/-- 1/OA 1/SB 1/MO 7/NK 7/NK 4/NK 1/SVP 8/-- 11/SB 9/-- 11/MO 14/CM 11/MO 14/NK 11/SVP 16/-- 17/--	pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ _ case=nom|*=True|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|gender=masc|num=sg
365089811217907714	negative	Verleser : " Das kommt auf Deutschland zu : drei Szenarien für den Weltuntergang " . Da steht natürlich Wahlausgang . Tze - tze .	Verleser : " die kommen auf Deutschland zu : drei Szenarium für die Weltuntergang " . da stehen natürlich Wahlausgang . Tze - tze .	NN $. $( PDS VVFIN APPR NE PTKVZ $. CARD NN APPR ART NN $( $. ADV VVFIN ADV NN $. NN $( VVFIN $.	0/-- 1/-- 2/-- 5/SB 1/RS 5/MO 6/NK 5/SVP 8/-- 11/NK 1/APP 11/MNR 14/NK 12/NK 14/-- 15/-- 18/MO 16/-- 18/MO 18/SB 20/-- 24/SB 22/-- 21/-- 24/--	case=nom|gender=masc|num=sg _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg _ _ _ case=nom|gender=fem|num=pl _ case=acc|gender=masc|num=sg case=acc|gender=masc|EmoExpression::markable_104013234::Polarity=negative|EmoExpression::markable_104013234::Sarcasm=false|num=sg|EmoExpression::markable_104013234::Uncertain=false|EmoExpression::markable_104013234::Intensity=medium|EmoExpression::markable_104013234::SubjectiveFact=false|EmoExpression::markable_104013234::EmoExpression=True _ _ _ pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=subj _
350233702057508864	neutral	RT @Hermann_Ott : 21  Abgeordnete der Grünen haben eine pers . Erklärung unterschrieben , fordern Debatte über Grundeinkommen und Enquete nach …	RT @Hermann_Ott : @card@ Abgeordnete die Grüne haben eine pers . Erklärung unterschreiben , fordern Debatte über Grundeinkommen und Enquete nach …	NE NN $. CARD NN ART NN VAFIN ART NN $. NN VVPP $, VVFIN NN APPR NN KON VVFIN APPR ADJA	2/SB 0/-- 2/-- 5/NK 8/SB 7/NK 5/AG 3/-- 10/NK 8/OA 10/-- 13/OA 11/-- 13/-- 13/CJ 15/OA 16/MNR 17/NK 15/CD 19/CJ 20/MO 21/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|*=True|num=pl case=gen|*=True|num=pl case=gen|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ _ pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg _ case=acc|gender=neut|num=sg _ pers=3|num=sg|tense=past|mood=ind _ case=dat|gender=fem|num=sg|pos=True
380773491941076992	mixed	RT @Maltis : Und wer von euch glaubt , #SPD und #Grüne sind eine ernsthafte Alternative um weitere Überwachungsgesetze zu stoppen ? http://t.c …	RT @Maltis : und wer von ihr glauben , #SPD und #Grüne sein eine ernsthaft Alternative um weit Überwachungsgesetze zu stoppen ? http://t.c …	NE NN $. KON PWS APPR PPER VVFIN $, NN KON NN VAFIN ART ADJA NN APPR ADJA NN PTKZU VVINF $. NE ADJA	2/SB 0/-- 2/-- 8/JU 8/SB 8/MO 6/NK 3/-- 8/-- 13/SB 10/CD 11/CJ 8/CJ 16/NK 16/NK 21/OA 16/MNR 19/NK 17/NK 21/PM 13/OC 21/-- 22/-- 23/UC	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ case=nom|gender=masc|num=sg _ case=dat|*=True|num=pl|pers=2 pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=neut|num=sg _ case=acc|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_313::Polarity=positive|EmoExpression::markable_313::Sarcasm=false|gender=fem|pos=True|EmoExpression::markable_313::SubjectiveFact=false|num=sg|EmoExpression::markable_313::Uncertain=false|EmoExpression::markable_313::EmoExpression=True|EmoExpression::markable_313::Intensity=medium case=acc|EmoExpression::markable_314::Intensity=weak|EmoExpression::markable_314::Polarity=positive|EmoExpression::markable_314::Uncertain=false|gender=fem|EmoExpression::markable_314::SubjectiveFact=false|num=sg|EmoExpression::markable_314::Sarcasm=false|EmoExpression::markable_314::EmoExpression=True _ case=acc|gender=masc|num=pl|comp=True case=acc|EmoExpression::markable_104013235::Uncertain=false|EmoExpression::markable_104013235::Intensity=medium|EmoExpression::markable_104013235::SubjectiveFact=false|gender=masc|EmoExpression::markable_104013235::EmoExpression=True|num=pl|EmoExpression::markable_104013235::Sarcasm=false|EmoExpression::markable_104013235::Polarity=negative _ _ _ _ _
360272253574840320	positive	RT @NordeuroInfo : Es geht im September nicht um #Merkel oder #Steinbrück . Es geht um #Einheitspartei oder #Opposition . Rettet die #Demokrat …	RT @NordeuroInfo : es gehen in September nicht um #Merkel oder #Steinbrück . es gehen um #Einheitspartei oder #Opposition . retten die #Demokrat …	NE NN $. PPER VVFIN APPRART NN PTKNEG APPR NN KON NN $. PPER VVFIN APPR NN KON NN $. VVFIN ART NN ADJA	2/SB 0/-- 2/-- 5/EP 3/-- 5/MO 6/NK 10/NG 5/OP 9/NK 10/CD 11/CJ 12/-- 15/EP 13/-- 15/OP 16/NK 17/CD 18/CJ 19/-- 24/MO 23/NK 21/SB 20/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=acc|gender=neut|num=sg _ case=acc|gender=neut|num=sg _ case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg _ mood=ind|EmoExpression::markable_104013236::Uncertain=false|EmoExpression::markable_104013236::EmoExpression=True|EmoExpression::markable_104013236::Intensity=medium|pers=3|num=sg|tense=pres|EmoExpression::markable_104013236::Sarcasm=false|EmoExpression::markable_104013236::SubjectiveFact=false|EmoExpression::markable_104013236::Polarity=positive case=nom|num=sg|Target::markable_104013237::Target=True|gender=fem|Target::markable_104013237::Preferred=true|Target::markable_104013237::Anaphref=empty case=nom|gender=fem|num=sg|Target::markable_104013237::Target=True case=gen|gender=fem|num=sg|pos=True
347338071731220482	negative	RT @dominikrzepka : In diesen Minuten beginnt die Demonstration der @Piratenpartei an der Siegessäule gegen das US - Spähprogramm #PRISM . #oba …	RT @dominikrzepka : in dies Minute beginnen die Demonstration die @Piratenpartei an die Siegessäule gegen die US - Spähprogramm #PRISM . #oba …	NE NN $. APPR PDAT NN VVFIN ART NN ART NN APPR ART NN APPR ART NE $( NN NE $. NN ADJA	2/SB 0/-- 2/-- 7/MO 6/NK 4/NK 3/-- 9/NK 7/SB 11/NK 9/AG 11/-- 14/NK 12/NK 14/MNR 17/NK 15/NK 17/-- 17/PAR 19/NK 20/-- 23/MO 21/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ Sentiment::markable_315::Polarity=negative|Sentiment::markable_315::Sentiment=True|Sentiment::markable_315::Sarcasm=false|Sentiment::markable_315::Intensity=medium case=dat|gender=fem|num=pl|Sentiment::markable_315::Sentiment=True case=dat|gender=fem|num=pl|Sentiment::markable_315::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_315::Sentiment=True case=nom|EmoExpression::markable_318::Uncertain=false|EmoExpression::markable_318::Polarity=negative|gender=fem|EmoExpression::markable_318::EmoExpression=True|EmoExpression::markable_318::Sarcasm=false|num=sg|EmoExpression::markable_318::SubjectiveFact=false|EmoExpression::markable_318::Intensity=medium|Sentiment::markable_315::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_315::Sentiment=True|EmoExpression::markable_318::EmoExpression=True case=gen|Source::markable_316::Anaphref=empty|num=sg|Sentiment::markable_315::Sentiment=True|gender=fem|Source::markable_316::Source=True case=gen|gender=fem|num=sg|Source::markable_316::Source=True|Sentiment::markable_315::Sentiment=True Sentiment::markable_315::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_315::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_315::Sentiment=True Sentiment::markable_315::Sentiment=True|EmoExpression::markable_318::EmoExpression=True case=acc|num=sg|Sentiment::markable_315::Sentiment=True|Target::markable_319::Preferred=true|gender=neut|Target::markable_319::Target=True|Target::markable_319::Anaphref=empty case=acc|gender=neut|num=sg|Sentiment::markable_315::Sentiment=True|Target::markable_319::Target=True Sentiment::markable_315::Sentiment=True|Target::markable_319::Target=True case=nom|gender=neut|num=sg|Sentiment::markable_315::Sentiment=True|Target::markable_319::Target=True case=nom|gender=neut|num=sg|Sentiment::markable_315::Sentiment=True|Target::markable_319::Target=True Sentiment::markable_315::Sentiment=True case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True
373762647402897408	neutral	RT @bckaemper : @HausOhneFenster @spdde drück ihnen doch den Putzlappen in die Hand ! Wozu heißen die sonst Wahlhelfer ... #spd #btw13 #klinke …	RT @bckaemper : @HausOhneFenster @spdde drücken sie doch die Putzlappen in die Hand ! wozu heißen die sonst Wahlhelfer ... #spd #btw13 #klinke …	NE NE $. NN ADJA VVIMP PPER ADV ART NN APPR ART NN $. PWAV VVFIN ART ADV NN $. ADJA CARD NN ADJD	2/PNC 0/-- 2/-- 3/-- 4/-- 5/-- 6/OA 6/MO 10/NK 6/OA 6/MO 13/NK 11/NK 13/-- 16/MO 14/-- 19/NK 19/MO 16/SB 19/-- 23/NK 23/NK 20/-- 23/PD	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=pl|pos=True pos=True case=dat|*=True|num=pl|pers=3 _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ case=nom|gender=masc|num=pl _ _ _ case=nom|gender=masc|num=pl pos=True
351290850061463553	negative	@Piratenpartei nur falls ihr nicht schon selbst drauf gekommen seid : der Geheimdienstskandal sollte DAS Thema des Wahlkampfes werden .	@Piratenpartei nur falls ihr nicht schon selbst drauf kommen sein : die Geheimdienstskandal sollen die Thema die Wahlkampf werden .	NN ADV KOUS PPER PTKNEG ADV ADV PAV VVPP VAFIN $. ART NN VMFIN ART NN ART NN VAINF $.	0/-- 10/MO 10/CP 10/SB 9/NG 9/MO 4/MNR 7/NK 10/OC 14/MO 10/-- 13/NK 14/SB 1/-- 16/NK 19/PD 18/NK 16/AG 14/OC 19/--	case=nom|gender=fem|num=sg _ _ case=dat|gender=fem|num=sg|pers=3 _ _ _ _ _ pers=2|num=pl|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_320::EmoExpression=True|gender=masc|EmoExpression::markable_320::Sarcasm=false|EmoExpression::markable_320::Intensity=medium|num=sg|EmoExpression::markable_320::Polarity=negative|EmoExpression::markable_320::SubjectiveFact=false|EmoExpression::markable_320::Uncertain=false pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _ _
367350952581283840	neutral	RT @Marktzyniker : Der #Wahlwerbepot im #ZDF für #Merkel läuft schon seit 8 Minuten , #Wahlkampf Wann geht es mit dem Programm weiter ? @ZDF	RT @Marktzyniker : die #Wahlwerbepot in #ZDF für #Merkel laufen schon seit 8 Minute , #Wahlkampf wann gehen es mit die Programm weiter ? @ZDF	NE NN $. ART NN APPRART NN APPR NN VVFIN ADV APPR CARD NN $, NN PWAV VVFIN PPER APPR ART NN PTKVZ $. NE	2/SB 0/-- 2/-- 5/NK 10/SB 5/MNR 6/NK 7/MNR 8/NK 3/-- 12/MO 10/MO 14/NK 12/NK 14/-- 18/PNC 18/MO 10/CJ 18/EP 18/MO 22/NK 20/NK 18/SVP 23/-- 24/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=fem|num=pl _ case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ _ case=nom|*=True|num=sg
376771824245149697	neutral	Nein @freihoch2 weil ihn die CDU weggeschnappt hatte	Nein @freihoch2 weil er die CDU wegschnappen haben	NN NN KOUS PPER ART NE VVPP VAFIN	0/-- 1/NK 8/CP 8/SB 6/NK 7/DA 8/OC 2/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ case=acc|gender=masc|num=sg|pers=3 case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ pers=3|num=sg|tense=past|mood=ind
357917100741894145	negative	Schlechte Nachricht , SPD : Nazis wählen euch eh nicht . Und mit der Einstellung wählen Euch auch Nichtnazis nicht .	schlecht Nachricht , SPD : Nazi wählen ihr eh nicht . und mit die Einstellung wählen ihr auch Nichtnazi nicht .	ADJA NN $, NE $. NN VVFIN PPER ADV PTKNEG $. KON APPR ART NN VVFIN PPER ADV NN PTKNEG $.	2/NK 7/PAR 2/-- 2/PAR 4/-- 7/SB 0/-- 7/DA 7/MO 7/NG 10/-- 16/JU 16/MO 15/NK 13/NK 11/-- 16/DA 19/MO 16/SB 16/NG 20/--	case=nom|EmoExpression::markable_326::SubjectiveFact=false|EmoExpression::markable_326::Intensity=medium|gender=neut|pos=True|EmoExpression::markable_326::Uncertain=false|Sentiment::markable_325::Polarity=negative|num=sg|Sentiment::markable_325::Sentiment=True|EmoExpression::markable_326::EmoExpression=True|EmoExpression::markable_326::Sarcasm=false|Sentiment::markable_325::Sarcasm=false|Sentiment::markable_325::Intensity=medium|EmoExpression::markable_326::Polarity=negative case=nom|gender=neut|num=sg|Sentiment::markable_325::Sentiment=True Sentiment::markable_325::Sentiment=True case=nom|gender=fem|Target::markable_330::Target=True|Target::markable_330::Anaphref=empty|Target::markable_322::Anaphref=markable_329|Target::markable_322::Preferred=true|num=sg|Sentiment::markable_325::Sentiment=True|Target::markable_322::Target=True|Target::markable_330::Preferred=true _ case=nom|EmoExpression::markable_336::Uncertain=false|EmoExpression::markable_336::Intensity=medium|Sentiment::markable_327::Intensity=medium|Source::markable_328::Source=True|gender=neut|Source::markable_328::Anaphref=empty|Sentiment::markable_327::Sentiment=True|EmoExpression::markable_336::Sarcasm=false|EmoExpression::markable_336::EmoExpression=True|num=pl|Sentiment::markable_327::Sarcasm=false|Sentiment::markable_327::Polarity=negative|EmoExpression::markable_336::Polarity=negative|EmoExpression::markable_336::SubjectiveFact=false EmoExpression::markable_323::Intensity=medium|mood=ind|EmoExpression::markable_323::Uncertain=false|EmoExpression::markable_323::Sarcasm=false|EmoExpression::markable_323::EmoExpression=True|EmoExpression::markable_323::Polarity=positive|Sentiment::markable_327::Sentiment=True|pers=3|num=pl|tense=pres|EmoExpression::markable_323::SubjectiveFact=true case=dat|Target::markable_329::Preferred=true|Target::markable_329::Anaphref=empty|Target::markable_329::Target=True|*=True|Sentiment::markable_327::Sentiment=True|pers=2|num=pl Sentiment::markable_327::Sentiment=True Negation::markable_324::EmoExpressionRef=emo-expression:markable_323|Negation::markable_324::Negation=True|Sentiment::markable_327::Sentiment=True _ Sentiment::markable_331::Sarcasm=false|Sentiment::markable_331::Intensity=medium|Sentiment::markable_331::Sentiment=True|Sentiment::markable_331::Polarity=negative Sentiment::markable_331::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_331::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_331::Sentiment=True EmoExpression::markable_332::Sarcasm=false|mood=ind|Sentiment::markable_331::Sentiment=True|EmoExpression::markable_332::Intensity=medium|pers=3|num=pl|tense=pres|EmoExpression::markable_332::EmoExpression=True|EmoExpression::markable_332::Polarity=positive|EmoExpression::markable_332::Uncertain=false|EmoExpression::markable_332::SubjectiveFact=true case=dat|Target::markable_334::Target=True|Target::markable_334::Preferred=true|*=True|Target::markable_334::Anaphref=markable_330|Sentiment::markable_331::Sentiment=True|pers=2|num=pl Sentiment::markable_331::Sentiment=True case=nom|num=pl|Source::markable_335::Source=True|Source::markable_335::Anaphref=empty|gender=masc|Sentiment::markable_331::Sentiment=True Negation::markable_333::Negation=True|Negation::markable_333::EmoExpressionRef=emo-expression:markable_332|Sentiment::markable_331::Sentiment=True Sentiment::markable_331::Sentiment=True
377324932520505344	negative	Das IHR kann das UNS mal am Arsch lecken #spd -	die ihr können die sie mal an Arsch leck #spd -	PDS PPER VMFIN PDS PPER ADV APPRART NN ADJA NN $(	3/OA 3/SB 0/-- 7/OA 4/NK 5/MO 3/MO 7/NK 10/NK 8/AG 10/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|gender=masc|EmoExpression::markable_337::Intensity=strong|num=sg|EmoExpression::markable_337::EmoExpression=True|EmoExpression::markable_337::SubjectiveFact=false|EmoExpression::markable_337::Sarcasm=false|EmoExpression::markable_337::Uncertain=false|EmoExpression::markable_337::Polarity=negative case=dat|gender=masc|num=sg|EmoExpression::markable_337::EmoExpression=True case=dat|gender=masc|num=sg|pos=True|EmoExpression::markable_337::EmoExpression=True case=dat|gender=masc|num=sg _
