381764388614836224	positive	das hoffe ich. dafür haben wir alle ein halbes jahr wahlkampf gemacht %PosSmiley	die hoffen ich. dafür haben wir alle eine halb Jahr wahlkampf machen %PosSmiley	PDS VVFIN ADJD PAV VAFIN PPER PIS ART ADJA NN ADJD VVPP ITJ	2/SB 5/MO 2/MO 2/NK 0/-- 5/SB 6/NK 10/NK 10/NK 12/OA 12/MO 5/OC 12/NK	case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=neut|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium mood=subj|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|pers=3|EmoExpression::markable_3::Intensity=medium|num=sg|tense=pres|EmoExpression::markable_3::Uncertain=false|EmoExpression::markable_3::EmoExpression=True Source::markable_2::Source=True|Source::markable_2::Anaphref=empty|pos=True|Sentiment::markable_1::Sentiment=True _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=nom|*=True|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg pos=True _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
382617432999100416	neutral	Comment on Dimitri , hast Du nicht gehört was mit der FDP passiert ist ? by OrthograVieh | %User	Comment on Dimitri , haben du nicht gehören was mit die FDP passieren sein ? by OrthograVieh | %User	NN NE NE $, VAFIN PPER PTKNEG VVFIN PIS APPR ART NE VVPP VAFIN $. NE NN XY NE	9/RE 3/PNC 1/NK 3/-- 0/-- 5/SB 8/NG 5/OC 14/SB 13/MO 12/NK 10/NK 14/PD 8/SB 14/-- 0/PNC 19/PNC 0/-- 0/--	case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
362573233020608514	neutral	Was tut die CDU gegen die Salzeinleitungen ? - %Link weser versalzung	was tun die CDU gegen die Salzeinleitung ? - %Link weser versalzung	PIS VVFIN ART NE APPR ART NN $. $( XY ADJA NN	2/OA 0/-- 4/NK 2/SB 2/MO 7/NK 5/NK 7/-- 10/-- 0/-- 12/NK 0/--	case=acc|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=acc|gender=fem|num=sg
383643057654353920	positive	Teilnehmer berichten v bewegender Rede Steinbrück . Er ziehe sich zurück . Strebe keine Ämter mehr an . SPD GroKo	Teilnehmer berichten v bewegend Rede Steinbrück . er zeihen|ziehen sich zurück . Strebe keine Amt mehr an . SPD GroKo	NN VVFIN ADJA ADJA NN NN $. PPER VVFIN PRF PTKVZ $. NN PIAT NN ADV PTKVZ $. NE NE	2/SB 0/-- 5/NK 5/NK 2/SB 5/NK 6/-- 9/SB 0/-- 9/OA 9/SVP 11/-- 0/-- 15/NK 13/OA 15/MO 13/SVP 17/-- 20/PNC 0/--	case=nom|Sentiment::markable_275::Intensity=medium|Sentiment::markable_275::Sarcasm=false|gender=masc|Sentiment::markable_275::Polarity=positive|num=pl|Sentiment::markable_275::Sentiment=True|Source::markable_276::Anaphref=empty|Source::markable_276::Source=True pers=3|Sentiment::markable_275::Sentiment=True|num=pl|tense=pres|mood=ind case=nom|gender=masc|Sentiment::markable_275::Sentiment=True|num=pl|pos=True case=gen|Target::markable_277::Target=True|EmoExpression::markable_278::Uncertain=false|gender=masc|Target::markable_277::Preferred=true|pos=True|EmoExpression::markable_278::EmoExpression=True|EmoExpression::markable_278::Sarcasm=false|Sentiment::markable_275::Sentiment=True|num=pl|EmoExpression::markable_278::SubjectiveFact=false|EmoExpression::markable_278::Polarity=positive|EmoExpression::markable_278::Intensity=medium|Target::markable_277::Anaphref=empty case=acc|gender=fem|Sentiment::markable_275::Sentiment=True|num=sg|Target::markable_277::Target=True case=acc|gender=fem|Sentiment::markable_275::Sentiment=True|num=sg|Target::markable_277::Target=True _ case=nom|gender=masc|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=subj case=acc|pers=3|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=acc|gender=neut|num=pl _ _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
383574534013870080	neutral	Nach der Wahl hat Lafontaine auch seinem alten Duzfreund Rainer Brüderle von der FDP gesimst . Der hat über ihn ...	nach die Wahl haben Lafontaine auch sein alt Duzfreund Rainer Brüderle von die FDP gesimst . die haben über er ...	APPR ART NN VAFIN NE ADV PPOSAT ADJA NN NE NN APPR ART NE VVFIN $. PDS VAFIN APPR PPER $.	15/MO 3/NK 1/NK 0/-- 4/SB 9/MO 9/NK 9/NK 15/DA 9/NK 15/OA 11/MNR 14/NK 12/NK 4/OC 15/-- 18/SB 0/-- 18/MO 19/NK 20/--	_ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=masc|num=sg|pers=3 _
370910985852563456	positive	Dieses Afd - #Gift als Wahlhilfe haben DieGrünen und die SPD nicht nötig .	dies Afd - #Gift als Wahlhilfe haben DieGrünen und die SPD nicht nötig .	PDAT NN $( NN KOKOM NN VAFIN NE KON ART NE PTKNEG ADJD $.	2/NK 7/SB 2/-- 2/APP 4/CD 5/NK 0/-- 7/SB 8/CD 11/NK 9/CJ 13/NG 7/MO 13/--	case=nom|gender=neut|Sentiment::markable_279::Polarity=positive|num=sg|Sentiment::markable_279::Sentiment=True|Target::markable_280::Target=True|Target::markable_280::Preferred=true|Target::markable_280::Anaphref=empty|Sentiment::markable_279::Intensity=medium|Sentiment::markable_279::Sarcasm=false case=nom|gender=neut|num=sg|Target::markable_280::Target=True|Sentiment::markable_279::Sentiment=True Target::markable_280::Target=True|Sentiment::markable_279::Sentiment=True case=nom|EmoExpression::markable_281::EmoExpression=True|EmoExpression::markable_281::Sarcasm=false|gender=neut|EmoExpression::markable_281::Polarity=negative|EmoExpression::markable_281::SubjectiveFact=false|num=sg|Sentiment::markable_279::Sentiment=True|Target::markable_280::Target=True|EmoExpression::markable_281::Intensity=medium|EmoExpression::markable_281::Uncertain=false _ case=nom|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ pos=True _
363645154810290177	negative	Auch Piraten ketten sich mit Fahrradschlössern an . Polizei hat Räumung angekündigt . BadNenndorf	auch Pirat ketten sich mit Fahrradschlössern an . Polizei haben Räumung ankündigen . BadNenndorf	ADV NN VVFIN PRF APPR NN PTKVZ $. NN VAFIN NN VVPP $. NN	2/MO 3/SB 0/-- 3/OA 3/MO 5/NK 3/SVP 7/-- 10/SB 0/-- 12/OA 10/OC 12/-- 0/--	_ case=nom|gender=masc|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ case=dat|gender=neut|num=pl _ _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|EmoExpression::markable_10409997::Intensity=medium|EmoExpression::markable_10409997::Uncertain=false|EmoExpression::markable_10409997::SubjectiveFact=true|gender=fem|EmoExpression::markable_10409997::EmoExpression=True|num=sg|EmoExpression::markable_10409997::Sarcasm=false|EmoExpression::markable_10409997::Polarity=negative _ _ case=nom|gender=neut|num=sg
370924318307659776	neutral	Wahlwerbespots von CDU und SPD : 90 Sekunden Merkel , 9 Sekunden Steinbrück - Spiegel Online	Wahlwerbespot von CDU und SPD : 90 Sekunde Merkel , 9 Sekunde Steinbrück - Spiegel Online	NN APPR NE KON NE $. CARD NN NE $, CARD NN NN $( NN NE	0/-- 1/PG 2/NK 3/CD 4/CJ 5/-- 8/NK 1/CJ 8/NK 9/-- 12/NK 8/CJ 12/NK 13/-- 12/PAR 15/NK	case=nom|gender=masc|num=pl _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ _ case=acc|gender=fem|num=pl case=nom|gender=masc|num=sg _ _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl
384700063076728832	neutral	Wahlen : Ouml ; sterreich steuert wieder auf grosse Koalition zu ... : Ouml ; sterreichs SPOuml ; - Chef und Bundeskanzle ...	Wahl : Ouml ; sterreich steuern wieder auf groß Koalition zu ... : Ouml ; sterreichs SPOuml ; - Chef und Bundeskanzle ...	NN $. NE $. ADJD VVFIN ADV APPR ADJA NN PTKVZ $. $. NE $. NE NE $. $( NN KON NN $.	0/-- 1/-- 1/SB 3/-- 6/MO 1/RS 6/MO 6/MO 10/NK 8/NK 6/SVP 11/-- 0/-- 0/-- 14/-- 20/AG 16/AG 17/-- 18/-- 14/APP 20/CD 21/CJ 22/--	case=nom|gender=fem|num=pl _ case=nom|*=True|num=sg _ pos=True pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg _ _ _ case=nom|gender=neut|num=sg _ case=gen|gender=neut|num=sg case=gen|gender=neut|num=sg _ _ case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg _
374890718466031617	negative	Im Übrigen sind NAZI - Vergleiche für eine Partei , die " neue Politik " machen will völlig inakzeptabel ! Piraten -	in Übrige sein Nazi - Vergleich für eine Partei , die " neu Politik " machen wollen völlig inakzeptabel ! Pirat -	APPRART NN VAFIN NN $( NN APPR ART NN $, ART $( ADJA NN $( VVINF VMFIN ADJD ADJD $. NN $(	16/MO 1/NK 0/-- 3/SB 4/-- 4/APP 6/MNR 9/NK 7/NK 9/-- 17/SB 13/-- 14/NK 16/OA 14/-- 17/OC 9/RC 19/MO 3/PD 19/-- 0/-- 21/--	case=dat|num=sg|Sentiment::markable_282::Sentiment=True|Sentiment::markable_282::Sarcasm=false|Sentiment::markable_282::Polarity=negative|gender=neut|Sentiment::markable_282::Intensity=strong case=dat|gender=neut|num=sg|Sentiment::markable_282::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_282::Sentiment=True case=nom|Sentiment::markable_282::Sentiment=True|EmoExpression::markable_284::SubjectiveFact=false|gender=fem|num=sg|EmoExpression::markable_284::Intensity=medium|EmoExpression::markable_284::Uncertain=false|EmoExpression::markable_284::Sarcasm=false|EmoExpression::markable_284::EmoExpression=True|EmoExpression::markable_284::Polarity=negative Sentiment::markable_282::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_282::Sentiment=True Sentiment::markable_282::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_282::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_282::Sentiment=True Sentiment::markable_282::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_282::Sentiment=True Sentiment::markable_282::Sentiment=True case=nom|gender=fem|num=sg|pos=True|Sentiment::markable_282::Sentiment=True case=nom|gender=fem|num=sg|Sentiment::markable_282::Sentiment=True Sentiment::markable_282::Sentiment=True Sentiment::markable_282::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_282::Sentiment=True Intensifier::markable_286::Intensifier=True|Intensifier::markable_286::EmoExpressionRef=emo-expression:markable_285|Intensifier::markable_286::Degree=strong|pos=True|Sentiment::markable_282::Sentiment=True EmoExpression::markable_285::Uncertain=false|EmoExpression::markable_285::EmoExpression=True|EmoExpression::markable_285::SubjectiveFact=false|Sentiment::markable_282::Sentiment=True|EmoExpression::markable_285::Intensity=medium|EmoExpression::markable_285::Polarity=negative|EmoExpression::markable_285::Sarcasm=false|pos=True Sentiment::markable_282::Sentiment=True case=nom|Target::markable_283::Anaphref=empty|num=pl|Target::markable_283::Preferred=true|Sentiment::markable_282::Sentiment=True|gender=masc|Target::markable_283::Target=True _
377859108054917120	negative	Die FDP - sind auch nur die Daleks der deutschen Politik .	die FDP - sein auch nur die Daleks die deutsch Politik .	ART NE $( VAFIN ADV ADV ART NN ART ADJA NN $.	2/NK 4/SB 2/-- 0/-- 8/MO 8/MO 8/NK 4/SB 11/NK 11/NK 8/AG 11/--	case=nom|num=sg|Target::markable_289::Preferred=true|Sentiment::markable_287::Sentiment=True|gender=fem|Target::markable_289::Anaphref=empty|Target::markable_289::Target=True case=nom|gender=fem|num=sg|Target::markable_289::Target=True|Sentiment::markable_287::Sentiment=True Sentiment::markable_287::Sentiment=True pers=3|Sentiment::markable_287::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_287::Sentiment=True Sentiment::markable_287::Sentiment=True case=nom|EmoExpression::markable_290::Uncertain=false|EmoExpression::markable_290::EmoExpression=True|EmoExpression::markable_290::SubjectiveFact=false|Sentiment::markable_287::Sentiment=True|EmoExpression::markable_290::Sarcasm=false|*=True|EmoExpression::markable_290::Polarity=negative|num=pl|EmoExpression::markable_290::Intensity=medium case=nom|*=True|num=pl|EmoExpression::markable_290::EmoExpression=True|Sentiment::markable_287::Sentiment=True case=gen|gender=masc|num=pl|Sentiment::markable_287::Sentiment=True case=gen|gender=masc|num=pl|pos=True|Sentiment::markable_287::Sentiment=True case=gen|gender=masc|num=pl|Sentiment::markable_287::Sentiment=True Sentiment::markable_287::Sentiment=True
