375349415168724992	positive	Die beiden sehen sich ja auch so ähnlich %PosSmiley	die beide sehen sich ja auch so ähnlich %PosSmiley	ART PIS VVFIN PRF ADV ADV ADV ADJD ITJ	2/NK 3/SB 0/-- 3/OA 3/MO 8/MO 8/MO 3/MO 8/DM	case=nom|*=True|num=pl case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl _ _ _ pos=True EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
352330798940176384	neutral	Am 12 . Junli findet unsere nächste Vorstandssitzung in der SPD - Geschäftsstelle Darmstadt statt . Jusos	an 12 . Junli finden unser nah Vorstandssitzung in die SPD - Geschäftsstelle Darmstadt statt . Juso	APPRART CARD $. NE VVFIN PPOSAT ADJA NN APPR ART NE $( NN NE PTKVZ $. NN	5/MO 1/NK 2/-- 5/SB 0/-- 8/NK 8/NK 5/SB 8/MNR 11/NK 9/NK 11/-- 8/PAR 13/NK 5/SVP 15/-- 0/--	case=dat|gender=masc|num=sg _ _ case=dat|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg _ _ case=nom|gender=masc|num=pl
382042468385968128	neutral	Hier nochmal das vorl. amtl . Endergebnis : CDU / CSU 41,5 % , SPD 25,7 % , Die Linke 8,6 % , Grüne 8,4 % , FDP 4,8 % , AfD 4,7 % ...	hier nochmal die vorl. amtl . Endergebnis : CDU / CSU @card@ % , SPD @card@ % , die link @card@ % , Grüne @card@ % , FDP @card@ % , AfD @card@ % ...	ADV ADV ART NE NE $. NN $. NE $( NE CARD NN $, NE CARD NN $, ART ADJA CARD NN $, NN CARD NN $, NE CARD NN $, NN CARD NN $.	2/MO 5/MO 5/NK 5/PNC 0/-- 5/-- 0/-- 7/-- 7/SB 9/-- 9/CJ 13/NK 9/MO 13/-- 17/SB 17/NK 13/CJ 17/-- 22/NK 22/NK 22/NK 17/CJ 22/-- 26/SB 26/NK 22/CJ 26/-- 30/SB 30/NK 26/CJ 30/-- 34/MO 34/NK 30/CJ 34/--	_ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ gender=neut|*=True _ case=nom|gender=fem|num=sg _ gender=neut|*=True _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True _ gender=neut|*=True _ case=nom|*=True|num=pl _ gender=neut|*=True _ case=nom|gender=fem|num=sg _ gender=neut|*=True _ case=acc|gender=masc|num=sg _ gender=neut|*=True _
365031451286589440	neutral	Wahlideen auf dem Prüfstand : Der fahrscheinlose Nahverkehr %Link via %User	Wahlideen auf die Prüfstand : die fahrscheinlose Nahverkehr %Link via %User	NN APPR ART NN $. ART ADJA NN XY APPR NE	0/-- 1/MNR 4/NK 2/NK 4/-- 8/NK 8/NK 1/APP 8/NK 8/MO 10/NK	case=nom|gender=neut|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg
369818482286034944	neutral	Sonntagsfrage zur btw13 INSA / BILD : CDU / CSU 38 % , SPD 26 % , GRÜ 15 % , LIN 8 % , FDP 5 % , PIR 3 % , AfD 3 % , So ein 2 % - htt ...	Sonntagsfrage zu btw13 Insa / Bild : CDU / CSU @card@ % , SPD 26 % , GRÜ 15 % , LIN 8 % , FDP 5 % , Pir 3 % , AfD 3 % , so eine 2 % - htt ...	NN APPRART ADJA NE $( NN $. NE $( NE CARD NN $, NE CARD NN $, NN CARD NN $, NE CARD NN $, NE CARD NN $, NE CARD NN $, NN CARD NN $, ADV ART CARD NN $( NN $.	0/-- 1/MNR 4/NK 2/NK 4/-- 4/PAR 6/-- 6/MO 8/-- 8/CJ 12/NK 4/CJ 12/-- 16/SB 16/NK 12/CJ 16/-- 20/PNC 20/NK 16/CJ 20/-- 24/SB 24/NK 20/CJ 24/-- 28/SB 28/NK 24/CJ 28/-- 32/SB 32/NK 28/CJ 32/-- 36/SB 36/NK 32/CJ 36/-- 41/MO 41/NK 41/NK 36/CJ 41/-- 41/PAR 43/--	case=nom|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ gender=neut|*=True _ case=dat|gender=fem|num=sg _ gender=neut|*=True _ gender=neut|*=True|num=sg _ gender=neut|*=True _ case=nom|*=True|num=sg _ gender=neut|*=True _ case=nom|gender=fem|num=sg _ gender=neut|*=True _ case=nom|*=True|num=sg _ gender=neut|*=True _ case=nom|gender=fem|num=sg _ gender=neut|*=True _ _ case=nom|gender=neut|num=sg _ case=nom|gender=neut|num=sg _ _ _
373468417938169856	neutral	" Syrer statt Führer " na endlich hat ' ' s auch die NPD verstanden Satire npd berlin btw13 %User	" Syrer statt Führer " na endlich haben ' ' s auch die NPD verstehen Satire npd Berlin btw13 %User	$( NN APPR NN $( ITJ ADJD VAFIN $( $( NN ADV ART NE VVPP NN VVFIN NE VVFIN NE	2/-- 19/OA 2/MNR 3/NK 4/-- 7/DM 8/SB 4/PAR 11/-- 9/-- 8/SB 14/MO 14/NK 15/DA 8/OC 17/OA 15/PAR 17/OA 0/-- 19/OA	_ case=nom|gender=masc|num=pl _ case=dat|gender=masc|num=sg _ _ _ pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=neut|num=sg|pers=3 _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg pers=3|num=sg|tense=past|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg
376013814862737410	neutral	fpö - wähler auf der mahü Weltoffene Menschen . Wie man sie so oft in der Parteibasis findet . Alles voller Liebä	fpö - Wähler auf die mahü weltoffen Mensch . wie man sie so oft in die Parteibasis finden . alle voll Liebä	NN $( NN APPR ART NE ADJA NN $. KOUS PIS PPER ADV ADV APPR ART NN VVFIN $. PIAT ADJA NE	0/-- 1/-- 1/CJ 3/MNR 6/NK 4/NK 8/NK 3/OA 8/-- 18/CP 18/SB 18/OA 14/MO 18/MO 18/MO 17/NK 15/NK 0/-- 18/-- 22/NK 22/NK 0/--	_ _ case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl _ _ case=nom|*=True|num=sg case=nom|*=True|num=pl|pers=3 _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=neut|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg
369780811857690624	positive	sieht wohl fast so aus , als wären demnächst wahlen D: ^ ^	sehen wohl fast so aus , als sein demnächst wahlen D: ^ ^	VVFIN ADV ADV ADV PTKVZ $, KOUS VAFIN ADV ADJA NN XY XY	0/-- 1/MO 4/MO 1/MO 1/SVP 5/-- 8/CM 4/RE 10/MO 11/NK 8/SB 5/NK 5/NK	pers=3|num=sg|tense=pres|mood=ind _ _ _ _ _ _ pers=3|num=pl|tense=past|mood=subj _ case=acc|gender=masc|num=sg|pos=True case=acc|EmoExpression::markable_102::EmoExpression=True|EmoExpression::markable_102::Sarcasm=false|gender=masc|EmoExpression::markable_102::Polarity=positive|EmoExpression::markable_102::SubjectiveFact=false|num=sg|EmoExpression::markable_102::Uncertain=false|EmoExpression::markable_102::Intensity=strong case=acc|EmoExpression::markable_103::SubjectiveFact=false|EmoExpression::markable_103::Sarcasm=false|gender=masc|EmoExpression::markable_103::Polarity=positive|EmoExpression::markable_103::Intensity=medium|EmoExpression::markable_103::Uncertain=false|num=sg|EmoExpression::markable_103::EmoExpression=True EmoExpression::markable_103::EmoExpression=True
381824163385987072	neutral	Mein Statement zur AfD : Wenn du nicht weisst , ob FDP oder NPD , wählst du wohl die AfD .	mein Statement zu AfD : wenn du nicht weißen , ob FDP oder NPD , wählen du wohl die AfD .	PPOSAT NN APPRART NN $. KOUS PPER PTKNEG VVFIN $, KOUS NE KON NE $, VVFIN PPER ADV ART NN $.	2/NK 16/OA 2/MNR 3/NK 4/-- 9/CP 9/SB 9/NG 16/MO 9/-- 12/CP 9/CJ 12/CD 13/CJ 14/-- 0/-- 16/SB 16/MO 20/NK 16/OA 20/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ case=nom|*=True|num=sg|pers=2 _ pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _
380242859103756288	neutral	Die Linke will einen Mindestlohn von 10 Euro , warum ist der Betrag höher als bei anderen Parteien ? fragpetra	die Linke wollen eine Mindestlohn von 10 Euro , warum sein die Betrag hoch als bei andere Partei ? fragpetra	ART NN VMFIN ART NN APPR CARD NN $, PWAV VAFIN ART NN ADJD KOKOM APPR PIS NN $. NE	2/NK 3/SB 0/-- 5/NK 3/OA 5/MNR 8/NK 6/NK 8/-- 11/MO 5/OC 13/NK 11/SB 11/PD 16/CM 14/CC 18/NK 16/NK 18/-- 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ gender=masc|*=True _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg comp=True _ _ case=dat|gender=fem|num=pl|pos=True case=dat|gender=fem|num=pl _ _
383203234464407552	neutral	Der Gregor Gysi hat eine Idee Linke Piraten CDU Merkel CSU FDP AfD SPD Grüne BTW13 %Link via ...	die Gregor Gysi haben eine Idee link Pirat CDU Merkel CSU FDP AfD SPD grün BTW13 %Link via ...	ART NE NE VAFIN ART NN ADJA NN NE NE NE NE NE NE ADJA NN XY APPR $.	3/NK 3/PNC 4/SB 0/-- 6/NK 4/SB 8/NK 4/OA 10/PNC 8/NK 12/PNC 8/PAR 14/PNC 12/NK 16/NK 8/PAR 16/NK 16/PD 18/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ _
382878274403057664	neutral	Warnung vor einer Minderheitsregierung : CDU - Politiker bringt Neuwahlen ins Spiel %Link via %User	Warnung vor eine Minderheitsregierung : CDU - Politiker bringen Neuwahl in Spiel %Link via %User	NN APPR ART NN $. NE $( NN VVFIN NN APPRART NN XY APPR NE	9/SB 1/OP 4/NK 2/NK 4/-- 1/SB 6/-- 6/CJ 0/-- 9/OA 9/CVC 11/NK 12/NK 12/MNR 14/NK	case=nom|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ _ case=dat|gender=neut|num=sg
